ann_id,image_id,filename,label,category_id,bbox,crop_position,cell_x_in_crop,cell_y_in_crop,crop_x1,crop_y1,crop_x2,crop_y2,sam_score,raw_path,bbox_path,mask_path
56,4,004.tiff,hard_negative,2,"[1535, 1863, 1585, 1913]",2,64,192,1496,1696,1752,1952,0.7324473261833191,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_56.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_56.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_56.png
57,4,004.tiff,hard_negative,2,"[928, 2360, 978, 2410]",2,64,192,889,2193,1145,2449,0.7349535822868347,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_57.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_57.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_57.png
58,4,004.tiff,hard_negative,2,"[1524, 2395, 1574, 2445]",1,192,64,1357,2356,1613,2612,0.8609079718589783,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_58.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_58.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_58.png
59,4,004.tiff,hard_negative,2,"[2165, 2551, 2215, 2601]",2,64,192,2126,2384,2382,2640,0.8301530480384827,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_59.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_59.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_59.png
60,4,004.tiff,mitotic,1,"[4247, 2827, 4297, 2877]",0,64,64,4208,2788,4464,3044,0.7849948406219482,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_60.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_60.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_60.png
61,4,004.tiff,hard_negative,2,"[2148, 3631, 2198, 3681]",1,192,64,1981,3592,2237,3848,0.6418600082397461,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_61.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_61.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_61.png
62,4,004.tiff,hard_negative,2,"[2682, 3746, 2732, 3796]",1,192,64,2515,3707,2771,3963,0.7088437676429749,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_62.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_62.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_62.png
63,4,004.tiff,hard_negative,2,"[4741, 3689, 4791, 3739]",1,192,64,4574,3650,4830,3906,0.6896608471870422,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_63.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_63.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_63.png
64,4,004.tiff,hard_negative,2,"[2116, 2044.5, 2166, 2094.5]",3,192,192,1949,1877,2205,2133,0.7513123750686646,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_64.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_64.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_64.png
65,5,005.tiff,mitotic,1,"[1475, 2975, 1525, 3025]",3,192,192,1308,2808,1564,3064,0.6584930419921875,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_65.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_65.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_65.png
66,5,005.tiff,mitotic,1,"[6448, 2377, 6498, 2427]",2,64,192,6409,2210,6665,2466,0.7518472671508789,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_66.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_66.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_66.png
67,5,005.tiff,hard_negative,2,"[2943, 3257, 2993, 3307]",1,192,64,2776,3218,3032,3474,0.864126443862915,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_67.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_67.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_67.png
68,5,005.tiff,mitotic,1,"[4595, 3506, 4645, 3556]",2,64,192,4556,3339,4812,3595,0.7975926399230957,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_68.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_68.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_68.png
69,5,005.tiff,hard_negative,2,"[3990, 4975, 4040, 5025]",0,64,64,3951,4936,4207,5192,0.7941347360610962,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_69.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_69.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_69.png
70,6,006.tiff,hard_negative,2,"[1631, 385, 1681, 435]",1,192,64,1464,346,1720,602,0.766411542892456,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_70.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_70.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_70.png
71,6,006.tiff,hard_negative,2,"[1884, 716, 1934, 766]",0,64,64,1845,677,2101,933,0.6953256726264954,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_71.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_71.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_71.png
72,6,006.tiff,hard_negative,2,"[780, 229, 830, 279]",2,64,192,741,62,997,318,0.6315993070602417,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_72.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_72.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_72.png
73,6,006.tiff,hard_negative,2,"[604, 214, 654, 264]",3,192,192,437,47,693,303,0.6749967336654663,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_73.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_73.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_73.png
74,6,006.tiff,hard_negative,2,"[476, 598, 526, 648]",2,64,192,437,431,693,687,0.8105418682098389,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_74.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_74.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_74.png
75,6,006.tiff,hard_negative,2,"[10, 366, 60, 416]",0,35,64,0,327,256,583,0.6545451283454895,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_75.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_75.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_75.png
76,6,006.tiff,hard_negative,2,"[30, 127, 80, 177]",1,55,64,0,88,256,344,0.7260785698890686,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_76.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_76.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_76.png
77,6,006.tiff,hard_negative,2,"[3766, 135, 3816, 185]",2,64,160,3727,0,3983,256,0.6893657445907593,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_77.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_77.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_77.png
78,6,006.tiff,hard_negative,2,"[3628, 759, 3678, 809]",1,192,64,3461,720,3717,976,0.7182520627975464,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_78.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_78.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_78.png
79,6,006.tiff,hard_negative,2,"[112, 1039, 162, 1089]",3,137,192,0,872,256,1128,0.7992202043533325,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_79.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_79.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_79.png
80,6,006.tiff,mitotic,1,"[679, 1545, 729, 1595]",3,192,192,512,1378,768,1634,0.6444388628005981,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_80.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_80.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_80.png
81,6,006.tiff,hard_negative,2,"[2927, 1016, 2977, 1066]",3,192,192,2760,849,3016,1105,0.7060849070549011,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_81.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_81.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_81.png
82,6,006.tiff,hard_negative,2,"[2247, 974, 2297, 1024]",1,192,64,2080,935,2336,1191,0.6320545673370361,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_82.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_82.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_82.png
83,6,006.tiff,hard_negative,2,"[2124, 1385, 2174, 1435]",2,64,192,2085,1218,2341,1474,0.7959307432174683,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_83.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_83.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_83.png
84,6,006.tiff,mitotic,1,"[720, 1660, 770, 1710]",1,192,64,553,1621,809,1877,0.7960317134857178,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_84.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_84.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_84.png
85,6,006.tiff,hard_negative,2,"[2688, 1639, 2738, 1689]",1,192,64,2521,1600,2777,1856,0.8522720336914062,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_85.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_85.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_85.png
86,6,006.tiff,hard_negative,2,"[1966, 2259, 2016, 2309]",2,64,192,1927,2092,2183,2348,0.7273054122924805,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_86.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_86.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_86.png
87,6,006.tiff,hard_negative,2,"[6794, 2200, 6844, 2250]",3,192,192,6627,2033,6883,2289,0.6913037896156311,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_87.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_87.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_87.png
88,6,006.tiff,hard_negative,2,"[178, 2538, 228, 2588]",3,192,192,11,2371,267,2627,0.6846052408218384,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_88.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_88.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_88.png
89,6,006.tiff,hard_negative,2,"[2729, 3619, 2779, 3669]",2,64,192,2690,3452,2946,3708,0.685112476348877,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_89.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_89.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_89.png
90,6,006.tiff,mitotic,1,"[3173, 3737, 3223, 3787]",1,192,64,3006,3698,3262,3954,0.6901412010192871,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_90.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_90.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_90.png
91,6,006.tiff,mitotic,1,"[4293, 3167, 4343, 3217]",1,192,64,4126,3128,4382,3384,0.6923896670341492,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_91.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_91.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_91.png
92,6,006.tiff,mitotic,1,"[4414, 3246, 4464, 3296]",3,192,192,4247,3079,4503,3335,0.7927308082580566,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_92.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_92.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_92.png
93,6,006.tiff,hard_negative,2,"[5595, 3689, 5645, 3739]",0,64,64,5556,3650,5812,3906,0.8588665127754211,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_93.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_93.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_93.png
94,6,006.tiff,mitotic,1,"[3923, 4604, 3973, 4654]",0,64,64,3884,4565,4140,4821,0.7540419697761536,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_94.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_94.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_94.png
95,6,006.tiff,hard_negative,2,"[3392, 4316, 3442, 4366]",0,64,64,3353,4277,3609,4533,0.7120445370674133,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_95.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_95.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_95.png
96,6,006.tiff,hard_negative,2,"[6487.5, 4622.5, 6537.5, 4672.5]",1,192,64,6320,4583,6576,4839,0.6960284113883972,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_96.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_96.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_96.png
97,6,006.tiff,hard_negative,2,"[872.5, 1336.5, 922.5, 1386.5]",1,192,64,705,1297,961,1553,0.7502301335334778,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_97.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_97.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_97.png
98,6,006.tiff,hard_negative,2,"[6912, 269.5, 6962, 319.5]",3,192,192,6745,102,7001,358,0.8121346831321716,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_98.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_98.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_98.png
99,6,006.tiff,hard_negative,2,"[4677, 1368.5, 4727, 1418.5]",0,64,64,4638,1329,4894,1585,0.618180513381958,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_99.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_99.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_99.png
100,6,006.tiff,hard_negative,2,"[3573.5, 1640.5, 3623.5, 1690.5]",3,192,192,3406,1473,3662,1729,0.8113654851913452,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_100.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_100.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_100.png
101,6,006.tiff,hard_negative,2,"[3524, 1853.5, 3574, 1903.5]",3,192,192,3357,1686,3613,1942,0.7287331819534302,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_101.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_101.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_101.png
102,6,006.tiff,hard_negative,2,"[4818, 4129, 4868, 4179]",3,192,192,4651,3962,4907,4218,0.7615358829498291,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_102.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_102.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_102.png
103,6,006.tiff,hard_negative,2,"[1297.5, 2773.5, 1347.5, 2823.5]",2,64,192,1258,2606,1514,2862,0.7726783752441406,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_103.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_103.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_103.png
104,6,006.tiff,hard_negative,2,"[6069, 71.5, 6119, 121.5]",0,64,64,6030,32,6286,288,0.6500195264816284,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_104.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_104.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_104.png
105,6,006.tiff,hard_negative,2,"[1393, 3714, 1443, 3764]",0,64,64,1354,3675,1610,3931,0.7321707010269165,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_105.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_105.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_105.png
106,7,007.tiff,mitotic,1,"[2598, 705, 2648, 755]",2,64,192,2559,538,2815,794,0.7433181405067444,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_106.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_106.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_106.png
107,7,007.tiff,mitotic,1,"[1794, 628, 1844, 678]",2,64,192,1755,461,2011,717,0.7796508073806763,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_107.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_107.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_107.png
108,7,007.tiff,mitotic,1,"[1083, 752, 1133, 802]",0,64,64,1044,713,1300,969,0.7249641418457031,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/mitotic/ann_108.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/mitotic/ann_108.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/mitotic/ann_108.png
109,7,007.tiff,hard_negative,2,"[250, 120, 300, 170]",2,64,145,211,0,467,256,0.6936593055725098,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_109.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_109.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_109.png
110,7,007.tiff,hard_negative,2,"[124, 761, 174, 811]",3,149,192,0,594,256,850,0.6732174754142761,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/raw/hard_negative/ann_110.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/bbox/hard_negative/ann_110.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/notebooks/patches_exp3/mask/hard_negative/ann_110.png
