ann_id,image_id,filename,label,category_id,condition,ground_truth,prediction,confidence,response,explanation
76,6,006.tiff,hard_negative,2,mask,0,1,90,"Yes, 90% confidence. The highlighted region displays clearly condensed, dark chromosomal structures and the absence of a distinct nuclear membrane, consistent with the metaphase or early anaphase stage of mitosis.","The highlighted region displays clearly condensed, dark chromosomal structures and the absence of a distinct nuclear membrane, consistent with the metaphase or early anaphase stage of mitosis."
77,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center exhibits dark, condensed, and irregularly shaped chromosomal material consistent with the equatorial plate or anaphase stage of a mitotic figure, with no visible nuclear membrane.","The cell at the center exhibits dark, condensed, and irregularly shaped chromosomal material consistent with the equatorial plate or anaphase stage of a mitotic figure, with no visible nuclear membrane."
77,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits a dark, condensed, and irregular chromosomal structure without a distinct nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage.","The cell exhibits a dark, condensed, and irregular chromosomal structure without a distinct nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage."
77,6,006.tiff,hard_negative,2,mask,0,1,95,"Yes, 95% confidence. The cell exhibits clear condensation of chromosomes into distinct, irregular arms with a disorganized appearance, characteristic of the metaphase or anaphase stage of mitosis.","The cell exhibits clear condensation of chromosomes into distinct, irregular arms with a disorganized appearance, characteristic of the metaphase or anaphase stage of mitosis."
78,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center clearly exhibits condensed, irregular, and clustered chromosomal material without a visible nuclear membrane, which is characteristic of a mitotic figure (likely in metaphase or early anaphase).","The cell at the center clearly exhibits condensed, irregular, and clustered chromosomal material without a visible nuclear membrane, which is characteristic of a mitotic figure (likely in metaphase or early anaphase)."
78,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits the distinct, condensed, and asymmetric chromosomal morphology characteristic of a mitotic figure in the metaphase or anaphase stage.","The cell exhibits the distinct, condensed, and asymmetric chromosomal morphology characteristic of a mitotic figure in the metaphase or anaphase stage."
78,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as a smooth, rounded, hyperchromatic, or potentially apoptotic body rather than displaying the distinct, fragmented chromosomal architecture characteristic of a mitotic figure.","The highlighted nucleus appears as a smooth, rounded, hyperchromatic, or potentially apoptotic body rather than displaying the distinct, fragmented chromosomal architecture characteristic of a mitotic figure."
79,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell exhibits a classic mitotic figure, showing distinct, condensed, and irregularly shaped chromosomal arms without an intact nuclear membrane, characteristic of a cell in active division.","The cell exhibits a classic mitotic figure, showing distinct, condensed, and irregularly shaped chromosomal arms without an intact nuclear membrane, characteristic of a cell in active division."
79,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clear condensation of chromosomes into a distinct, irregular, and angular shape indicative of an active mitotic figure, with no visible nuclear membrane.","The cell exhibits clear condensation of chromosomes into a distinct, irregular, and angular shape indicative of an active mitotic figure, with no visible nuclear membrane."
79,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted region shows a dark, shrunken, and pyknotic nucleus with a smooth border, which is characteristic of an apoptotic cell rather than the defined, radiating chromosome structure of a mitotic figure.","The highlighted region shows a dark, shrunken, and pyknotic nucleus with a smooth border, which is characteristic of an apoptotic cell rather than the defined, radiating chromosome structure of a mitotic figure."
80,6,006.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The cell at the center exhibits clearly condensed, dark chromosomal material arranged in a characteristic V-shaped or irregular mitotic configuration with no visible nuclear membrane, confirming it is undergoing mitosis.","The cell at the center exhibits clearly condensed, dark chromosomal material arranged in a characteristic V-shaped or irregular mitotic configuration with no visible nuclear membrane, confirming it is undergoing mitosis."
80,6,006.tiff,mitotic,1,bbox,1,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, dark, V-shaped chromosomal material with no intact nuclear membrane, characteristic of an active mitotic figure.","The cell clearly exhibits condensed, dark, V-shaped chromosomal material with no intact nuclear membrane, characteristic of an active mitotic figure."
80,6,006.tiff,mitotic,1,mask,1,0,95,"No, 95% confidence. The cell nucleus appears hyperchromatic and relatively rounded with a visible boundary, lacking the distinct chromosome arms, star-shaped, or V-shaped patterns characteristic of active mitosis.","The cell nucleus appears hyperchromatic and relatively rounded with a visible boundary, lacking the distinct chromosome arms, star-shaped, or V-shaped patterns characteristic of active mitosis."
81,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows dense, irregularly arranged chromatin that lacks a clear nuclear membrane, characteristic of a mitotic figure (likely in prophase or metaphase).","The cell at the center shows dense, irregularly arranged chromatin that lacks a clear nuclear membrane, characteristic of a mitotic figure (likely in prophase or metaphase)."
81,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clear, dense, and irregularly arranged chromosomal material with a lack of a distinct nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage.","The cell exhibits clear, dense, and irregularly arranged chromosomal material with a lack of a distinct nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage."
81,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, rounded appearance consistent with an apoptotic or pyknotic nucleus rather than the distinct, organized chromosome morphology required for a mitotic figure.","The cell exhibits a dark, rounded appearance consistent with an apoptotic or pyknotic nucleus rather than the distinct, organized chromosome morphology required for a mitotic figure."
82,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows dense, irregularly shaped, and clumped chromatin material that lacks a nuclear membrane, characteristic of the metaphase or anaphase stage of mitosis.","The cell at the center shows dense, irregularly shaped, and clumped chromatin material that lacks a nuclear membrane, characteristic of the metaphase or anaphase stage of mitosis."
82,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clearly condensed, irregular chromosomal material characteristic of an active mitotic figure, specifically showing a V-shaped or ""lagging"" chromosome arrangement typical of anaphase.","The cell exhibits clearly condensed, irregular chromosomal material characteristic of an active mitotic figure, specifically showing a V-shaped or ""lagging"" chromosome arrangement typical of anaphase."
82,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell in the highlighted region exhibits a small, round, and somewhat pyknotic appearance typical of an apoptotic cell or a lymphocyte rather than the organized, complex chromosome condensation characteristic of a mitotic figure.","The cell in the highlighted region exhibits a small, round, and somewhat pyknotic appearance typical of an apoptotic cell or a lymphocyte rather than the organized, complex chromosome condensation characteristic of a mitotic figure."
83,6,006.tiff,hard_negative,2,raw,0,1,90,"Yes, 90% confidence. The cell at the center shows a distinct, condensed chromosomal configuration typical of a mitotic figure (specifically appearing in a late prophase or early metaphase state), lacking an intact nuclear membrane.","The cell at the center shows a distinct, condensed chromosomal configuration typical of a mitotic figure (specifically appearing in a late prophase or early metaphase state), lacking an intact nuclear membrane."
83,6,006.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, smooth, and crescent-shaped nucleus with an intact nuclear boundary, which is characteristic of an apoptotic cell rather than the distinct chromosomal configuration of mitosis.","The cell exhibits a dark, smooth, and crescent-shaped nucleus with an intact nuclear boundary, which is characteristic of an apoptotic cell rather than the distinct chromosomal configuration of mitosis."
83,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic nucleus with a smooth, rounded border and intact nuclear membrane characteristic of an apoptotic cell rather than the distinct, radiating chromosomal patterns of a mitotic figure.","The cell exhibits a dark, pyknotic nucleus with a smooth, rounded border and intact nuclear membrane characteristic of an apoptotic cell rather than the distinct, radiating chromosomal patterns of a mitotic figure."
84,6,006.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The cell at the center exhibits classic morphology of a mitotic figure, showing condensed, V-shaped chromosomal material with no visible nuclear membrane.","The cell at the center exhibits classic morphology of a mitotic figure, showing condensed, V-shaped chromosomal material with no visible nuclear membrane."
84,6,006.tiff,mitotic,1,bbox,1,1,95,"Yes, 95% confidence. The cell exhibits clearly condensed, V-shaped chromosomal material consistent with a mitotic figure in the metaphase or anaphase stage.","The cell exhibits clearly condensed, V-shaped chromosomal material consistent with a mitotic figure in the metaphase or anaphase stage."
84,6,006.tiff,mitotic,1,mask,1,1,95,"Yes, 95% confidence. The highlighted region clearly displays condensed, V-shaped chromosomal material with a lack of a defined nuclear envelope, characteristic of a mitotic figure in the process of cell division.","The highlighted region clearly displays condensed, V-shaped chromosomal material with a lack of a defined nuclear envelope, characteristic of a mitotic figure in the process of cell division."
85,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The central cell displays clear evidence of condensed, irregular chromosomal material with a lack of a distinct nuclear membrane, which is characteristic of a mitotic figure in metaphase or anaphase.","The central cell displays clear evidence of condensed, irregular chromosomal material with a lack of a distinct nuclear membrane, which is characteristic of a mitotic figure in metaphase or anaphase."
85,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clear, dense, and irregular chromatin configuration characteristic of chromosomes actively undergoing division, with no evidence of an intact nuclear membrane.","The cell exhibits clear, dense, and irregular chromatin configuration characteristic of chromosomes actively undergoing division, with no evidence of an intact nuclear membrane."
85,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The nucleus shows a dense, hyperchromatic appearance with a visible boundary, lacking the distinct chromosome condensation and arrangement characteristic of a mitotic figure.","The nucleus shows a dense, hyperchromatic appearance with a visible boundary, lacking the distinct chromosome condensation and arrangement characteristic of a mitotic figure."
86,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows a distinct, dark, V-shaped configuration of condensed chromosomal material characteristic of a mitotic figure, with no visible nuclear membrane.","The cell at the center shows a distinct, dark, V-shaped configuration of condensed chromosomal material characteristic of a mitotic figure, with no visible nuclear membrane."
86,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, irregular chromosomal material in a characteristic V-shape consistent with anaphase, lacking a visible nuclear membrane.","The cell clearly exhibits condensed, irregular chromosomal material in a characteristic V-shape consistent with anaphase, lacking a visible nuclear membrane."
86,6,006.tiff,hard_negative,2,mask,0,1,90,"Yes, 90% confidence. The highlighted region shows a cell with condensed, irregular chromosomal material and an absence of a distinct nuclear membrane, consistent with the metaphase stage of mitosis.","The highlighted region shows a cell with condensed, irregular chromosomal material and an absence of a distinct nuclear membrane, consistent with the metaphase stage of mitosis."
87,6,006.tiff,hard_negative,2,raw,0,1,90,"Yes, 90% confidence. The cell at the center clearly exhibits condensed, irregular chromosomal material with no intact nuclear membrane, which is diagnostic of a cell undergoing mitosis.","The cell at the center clearly exhibits condensed, irregular chromosomal material with no intact nuclear membrane, which is diagnostic of a cell undergoing mitosis."
87,6,006.tiff,hard_negative,2,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits condensed, irregular chromatin forming distinct chromosomal structures with an indistinct nuclear membrane, which are characteristic features of a mitotic figure in metaphase or anaphase.","The cell exhibits condensed, irregular chromatin forming distinct chromosomal structures with an indistinct nuclear membrane, which are characteristic features of a mitotic figure in metaphase or anaphase."
87,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell exhibits a round, distinct nuclear membrane and uniform staining, which is consistent with a hyperchromatic nucleus rather than the fragmented or condensed chromatin structure characteristic of mitosis.","The cell exhibits a round, distinct nuclear membrane and uniform staining, which is consistent with a hyperchromatic nucleus rather than the fragmented or condensed chromatin structure characteristic of mitosis."
88,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows a distinct star-shaped arrangement of condensed, dark chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure in metaphase or early anaphase.","The cell at the center shows a distinct star-shaped arrangement of condensed, dark chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure in metaphase or early anaphase."
88,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, irregular chromosomal material characteristic of an active mitotic figure, specifically appearing to be in the metaphase stage.","The cell clearly exhibits condensed, irregular chromosomal material characteristic of an active mitotic figure, specifically appearing to be in the metaphase stage."
88,6,006.tiff,hard_negative,2,mask,0,1,95,"Yes, 95% confidence. The highlighted region clearly shows condensed, star-shaped chromosomal material with no intact nuclear membrane, which is diagnostic of a cell undergoing mitosis.","The highlighted region clearly shows condensed, star-shaped chromosomal material with no intact nuclear membrane, which is diagnostic of a cell undergoing mitosis."
89,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows a distinct, irregular arrangement of condensed chromatin without a nuclear membrane, characteristic of a mitotic figure (likely in metaphase or early anaphase).","The cell at the center shows a distinct, irregular arrangement of condensed chromatin without a nuclear membrane, characteristic of a mitotic figure (likely in metaphase or early anaphase)."
89,6,006.tiff,hard_negative,2,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits condensed, irregularly arranged chromatin that lacks a distinct nuclear membrane, consistent with the metaphase stage of mitosis.","The cell exhibits condensed, irregularly arranged chromatin that lacks a distinct nuclear membrane, consistent with the metaphase stage of mitosis."
89,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as a small, smooth, rounded, and dark structure typical of a pyknotic or apoptotic cell rather than a cell undergoing mitosis with visible chromosome condensation.","The highlighted nucleus appears as a small, smooth, rounded, and dark structure typical of a pyknotic or apoptotic cell rather than a cell undergoing mitosis with visible chromosome condensation."
90,6,006.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The cell at the center shows clearly condensed, dark chromosomal material with a fragmented or absent nuclear membrane, characteristic of a mitotic figure (likely in metaphase or early anaphase).","The cell at the center shows clearly condensed, dark chromosomal material with a fragmented or absent nuclear membrane, characteristic of a mitotic figure (likely in metaphase or early anaphase)."
90,6,006.tiff,mitotic,1,bbox,1,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, irregular chromosomal material arranged in a pattern consistent with an active mitotic figure, with no visible nuclear membrane.","The cell clearly exhibits condensed, irregular chromosomal material arranged in a pattern consistent with an active mitotic figure, with no visible nuclear membrane."
90,6,006.tiff,mitotic,1,mask,1,0,90,"No, 90% confidence. The highlighted region displays degenerative, smudgy, and shrunken nuclear material typical of apoptosis or pyknosis rather than the organized, distinct chromosomal architecture required to classify a cell as being in mitosis.","The highlighted region displays degenerative, smudgy, and shrunken nuclear material typical of apoptosis or pyknosis rather than the organized, distinct chromosomal architecture required to classify a cell as being in mitosis."
91,6,006.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The cell at the center shows a distinct, irregular cluster of condensed, dark-staining chromosomes with no visible nuclear membrane, which is characteristic of a mitotic figure in the metaphase or early anaphase stage.","The cell at the center shows a distinct, irregular cluster of condensed, dark-staining chromosomes with no visible nuclear membrane, which is characteristic of a mitotic figure in the metaphase or early anaphase stage."
91,6,006.tiff,mitotic,1,bbox,1,1,95,"Yes, 95% confidence. The cell exhibits clearly condensed, irregular chromosomal material without an intact nuclear envelope, which is characteristic of a mitotic figure (metaphase/anaphase stage).","The cell exhibits clearly condensed, irregular chromosomal material without an intact nuclear envelope, which is characteristic of a mitotic figure (metaphase/anaphase stage)."
91,6,006.tiff,mitotic,1,mask,1,0,95,"No, 95% confidence. The highlighted nucleus appears to be a small, hyperchromatic or pyknotic cell with a rounded, smooth morphology that lacks the distinct, organized chromosome condensation characteristic of a mitotic figure.","The highlighted nucleus appears to be a small, hyperchromatic or pyknotic cell with a rounded, smooth morphology that lacks the distinct, organized chromosome condensation characteristic of a mitotic figure."
92,6,006.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The central cell displays highly condensed, dark, star-shaped chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure in metaphase.","The central cell displays highly condensed, dark, star-shaped chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure in metaphase."
92,6,006.tiff,mitotic,1,bbox,1,1,95,"Yes, 95% confidence. The cell clearly displays condensed, star-shaped chromosomal material with a lack of a visible nuclear membrane, which are hallmark features of a cell in metaphase.","The cell clearly displays condensed, star-shaped chromosomal material with a lack of a visible nuclear membrane, which are hallmark features of a cell in metaphase."
92,6,006.tiff,mitotic,1,mask,1,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, radiating chromosomal material with a distinct star-like structure and no visible nuclear membrane, which are hallmark features of a mitotic figure in metaphase.","The cell clearly exhibits condensed, radiating chromosomal material with a distinct star-like structure and no visible nuclear membrane, which are hallmark features of a mitotic figure in metaphase."
93,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows classic features of a mitotic figure, including clearly condensed, angular chromosomal material with a distinct, disorganized ""star-burst"" morphology and the absence of a discernible nuclear membrane.","The cell at the center shows classic features of a mitotic figure, including clearly condensed, angular chromosomal material with a distinct, disorganized ""star-burst"" morphology and the absence of a discernible nuclear membrane."
93,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, irregular dark chromosomal material in a scattered, angular pattern with no visible nuclear membrane, which is characteristic of a mitotic figure.","The cell clearly exhibits condensed, irregular dark chromosomal material in a scattered, angular pattern with no visible nuclear membrane, which is characteristic of a mitotic figure."
93,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as a degenerating or pyknotic cell, with a dense, irregular, shrunken appearance that lacks the distinct, organized chromosomal structures characteristic of active mitosis.","The highlighted nucleus appears as a degenerating or pyknotic cell, with a dense, irregular, shrunken appearance that lacks the distinct, organized chromosomal structures characteristic of active mitosis."
94,6,006.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The cell at the center shows a distinct, dark, elongated chromosomal mass without a visible nuclear membrane, which is characteristic of a mitotic figure (specifically in a metaphase or anaphase configuration).","The cell at the center shows a distinct, dark, elongated chromosomal mass without a visible nuclear membrane, which is characteristic of a mitotic figure (specifically in a metaphase or anaphase configuration)."
94,6,006.tiff,mitotic,1,bbox,1,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, dark, elongated chromosomal material arranged in a pattern characteristic of the metaphase stage of mitosis, with no visible nuclear membrane.","The cell clearly exhibits condensed, dark, elongated chromosomal material arranged in a pattern characteristic of the metaphase stage of mitosis, with no visible nuclear membrane."
94,6,006.tiff,mitotic,1,mask,1,1,95,"Yes, 95% confidence. The highlighted region displays the characteristic condensed, linear, and ""bar-like"" appearance of chromosomes during the metaphase stage of mitosis, with no visible nuclear membrane.","The highlighted region displays the characteristic condensed, linear, and ""bar-like"" appearance of chromosomes during the metaphase stage of mitosis, with no visible nuclear membrane."
95,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows clearly condensed, dark chromosomal material arranged in a V-shape, indicative of a mitotic figure (specifically anaphase) where the nuclear membrane has dissolved.","The cell at the center shows clearly condensed, dark chromosomal material arranged in a V-shape, indicative of a mitotic figure (specifically anaphase) where the nuclear membrane has dissolved."
95,6,006.tiff,hard_negative,2,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits the characteristic dense, irregular, and clustered appearance of chromosomes arranged in a mitotic figure with no visible nuclear membrane.","The cell exhibits the characteristic dense, irregular, and clustered appearance of chromosomes arranged in a mitotic figure with no visible nuclear membrane."
95,6,006.tiff,hard_negative,2,mask,0,1,90,"Yes, 90% confidence. The cell shows clear, condensed, and irregularly shaped chromosomal material consistent with the meta-anaphase stages of mitosis, lacking a distinct nuclear envelope.","The cell shows clear, condensed, and irregularly shaped chromosomal material consistent with the meta-anaphase stages of mitosis, lacking a distinct nuclear envelope."
96,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center exhibits dark, condensed, and disorganized chromatin forming distinct shapes characteristic of a mitotic figure, with no visible nuclear membrane.","The cell at the center exhibits dark, condensed, and disorganized chromatin forming distinct shapes characteristic of a mitotic figure, with no visible nuclear membrane."
96,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clear evidence of condensed, dark chromosomal material arranged in a pattern characteristic of an active mitotic figure, with no visible intact nuclear membrane.","The cell exhibits clear evidence of condensed, dark chromosomal material arranged in a pattern characteristic of an active mitotic figure, with no visible intact nuclear membrane."
96,6,006.tiff,hard_negative,2,mask,0,1,90,"Yes, 90% confidence. The highlighted region displays condensed, irregular chromatin arranged in a clear pattern consistent with the metaphase or early anaphase stage of mitosis, with no discernible nuclear membrane.","The highlighted region displays condensed, irregular chromatin arranged in a clear pattern consistent with the metaphase or early anaphase stage of mitosis, with no discernible nuclear membrane."
97,6,006.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center exhibits classic features of active mitosis, including clearly condensed, dark, irregular chromosomal material arranged in a V-shaped or star-like configuration with a lack of a discernible nuclear membrane.","The cell at the center exhibits classic features of active mitosis, including clearly condensed, dark, irregular chromosomal material arranged in a V-shaped or star-like configuration with a lack of a discernible nuclear membrane."
97,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell shows highly condensed, irregular chromatin arranged in a distinct, elongated pattern without an intact nuclear membrane, which is characteristic of a cell in anaphase or telophase of mitosis.","The cell shows highly condensed, irregular chromatin arranged in a distinct, elongated pattern without an intact nuclear membrane, which is characteristic of a cell in anaphase or telophase of mitosis."
97,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, hyperchromatic, and rounded morphology consistent with a lymphocyte or an apoptotic cell rather than the distinct, organized chromosome structures required to define a mitotic figure.","The cell exhibits a dark, hyperchromatic, and rounded morphology consistent with a lymphocyte or an apoptotic cell rather than the distinct, organized chromosome structures required to define a mitotic figure."
98,6,006.tiff,hard_negative,2,raw,0,0,90,"No, 90% confidence. The cell at the center shows a thin, elongated, and hyperchromatic nucleus consistent with a stromal fibroblast or endothelial cell, lacking the characteristic condensed chromosome structures of active mitosis.","The cell at the center shows a thin, elongated, and hyperchromatic nucleus consistent with a stromal fibroblast or endothelial cell, lacking the characteristic condensed chromosome structures of active mitosis."
98,6,006.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell appears to be an elongated fibroblast or endothelial cell with a hyperchromatic, dense nucleus and an intact nuclear membrane, lacking the characteristic condensed chromosomal figures of active mitosis.","The cell appears to be an elongated fibroblast or endothelial cell with a hyperchromatic, dense nucleus and an intact nuclear membrane, lacking the characteristic condensed chromosomal figures of active mitosis."
98,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as an elongated, dense, and hyperchromatic structure consistent with a stromal or endothelial cell nucleus rather than the distinct, disorganized chromosomal arrangement characteristic of a mitotic figure.","The highlighted nucleus appears as an elongated, dense, and hyperchromatic structure consistent with a stromal or endothelial cell nucleus rather than the distinct, disorganized chromosomal arrangement characteristic of a mitotic figure."
99,6,006.tiff,hard_negative,2,raw,0,0,90,"No, 90% confidence. The cell at the center shows a hyperchromatic, somewhat irregular nucleus with an intact nuclear membrane, consistent with a reactive or atypical nucleus rather than the distinct condensed chromosome arms characteristic of an active mitotic figure.","The cell at the center shows a hyperchromatic, somewhat irregular nucleus with an intact nuclear membrane, consistent with a reactive or atypical nucleus rather than the distinct condensed chromosome arms characteristic of an active mitotic figure."
99,6,006.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic, and shrunken appearance with an intact nuclear boundary, which is characteristic of an apoptotic cell rather than the defined chromosomal patterns required for active mitosis.","The cell exhibits a dark, pyknotic, and shrunken appearance with an intact nuclear boundary, which is characteristic of an apoptotic cell rather than the defined chromosomal patterns required for active mitosis."
99,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell nucleus appears to be a hyperchromatic, round or slightly oval interphase nucleus with an intact nuclear membrane, lacking the distinct condensed chromosomal arms characteristic of a mitotic figure.","The cell nucleus appears to be a hyperchromatic, round or slightly oval interphase nucleus with an intact nuclear membrane, lacking the distinct condensed chromosomal arms characteristic of a mitotic figure."
100,6,006.tiff,hard_negative,2,raw,0,0,95,"No, 95% confidence. The cell at the center shows a dense, hyperchromatic, and somewhat irregular nucleus, but it lacks the organized, distinct, and characteristic chromosome patterns (such as individual arms or star-shaped configurations) required to confirm an active mitotic figure.","The cell at the center shows a dense, hyperchromatic, and somewhat irregular nucleus, but it lacks the organized, distinct, and characteristic chromosome patterns (such as individual arms or star-shaped configurations) required to confirm an active mitotic figure."
100,6,006.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits condensed, dark, V-shaped chromosomal material consistent with the anaphase or metaphase stage of active mitosis, lacking an intact nuclear membrane.","The cell exhibits condensed, dark, V-shaped chromosomal material consistent with the anaphase or metaphase stage of active mitosis, lacking an intact nuclear membrane."
100,6,006.tiff,hard_negative,2,mask,0,0,90,"No, 90% confidence. The highlighted region displays an irregular, condensed, and shrunken appearance characteristic of an apoptotic body rather than the structured chromosome arrangement of active mitosis.","The highlighted region displays an irregular, condensed, and shrunken appearance characteristic of an apoptotic body rather than the structured chromosome arrangement of active mitosis."
101,6,006.tiff,hard_negative,2,raw,0,1,90,"Yes, 90% confidence. The cell at the center shows clear, condensed, and angular chromosomal material with no visible nuclear membrane, which is characteristic of the metaphase or anaphase stage of mitosis.","The cell at the center shows clear, condensed, and angular chromosomal material with no visible nuclear membrane, which is characteristic of the metaphase or anaphase stage of mitosis."
101,6,006.tiff,hard_negative,2,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits clear, dense, and irregular chromatin arrangement consistent with condensed chromosomes characteristic of a mitotic figure, with no discernible nuclear membrane.","The cell exhibits clear, dense, and irregular chromatin arrangement consistent with condensed chromosomes characteristic of a mitotic figure, with no discernible nuclear membrane."
101,6,006.tiff,hard_negative,2,mask,0,1,90,"Yes, 90% confidence. The highlighted nucleus displays clearly condensed, irregular, and angular chromosomal structures consistent with the metaphase or anaphase stage of mitosis.","The highlighted nucleus displays clearly condensed, irregular, and angular chromosomal structures consistent with the metaphase or anaphase stage of mitosis."
102,6,006.tiff,hard_negative,2,raw,0,0,95,"No, 95% confidence. The cell at the center of the image shows a hyperchromatic, irregularly shaped nucleus, but it lacks the distinct, organized chromosome condensation patterns (such as individual arms or star-shaped configurations) required to definitively classify it as an active mitotic figure.","The cell at the center of the image shows a hyperchromatic, irregularly shaped nucleus, but it lacks the distinct, organized chromosome condensation patterns (such as individual arms or star-shaped configurations) required to definitively classify it as an active mitotic figure."
102,6,006.tiff,hard_negative,2,bbox,0,1,90,"Yes, 90% confidence. The cell within the bounding box exhibits clear evidence of condensed, irregular chromosomal material with no discernible nuclear membrane, which is characteristic of a mitotic figure in the late prophase or prometaphase stage.","The cell within the bounding box exhibits clear evidence of condensed, irregular chromosomal material with no discernible nuclear membrane, which is characteristic of a mitotic figure in the late prophase or prometaphase stage."
102,6,006.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears pyknotic and shrunken, characteristic of an apoptotic cell rather than the distinct chromosome architecture required for a mitotic figure.","The highlighted nucleus appears pyknotic and shrunken, characteristic of an apoptotic cell rather than the distinct chromosome architecture required for a mitotic figure."
