folder_type,subfolder,filename,response,yes_no,explanation
raw,mitotic,ann_250.png,"Yes. The cell at the center exhibits hyperchromatic, clumped chromatin with a distinct lack of a defined nuclear envelope, which is characteristic of the condensed chromosomal stage of mitosis.",yes.,"The cell at the center exhibits hyperchromatic, clumped chromatin with a distinct lack of a defined nuclear envelope, which is characteristic of the condensed chromosomal stage of mitosis."
raw,mitotic,ann_253.png,"Yes. The cell at the center displays characteristic dark, condensed, clumped chromatin (chromosomes) that is no longer enclosed within a distinct nuclear membrane, which is consistent with the morphology of a mitotic figure.",yes.,"The cell at the center displays characteristic dark, condensed, clumped chromatin (chromosomes) that is no longer enclosed within a distinct nuclear membrane, which is consistent with the morphology of a mitotic figure."
raw,mitotic,ann_254.png,"Yes. The cell at the center of the cluster exhibits a dark, condensed mass of chromatin characteristic of a mitotic figure, likely in the metaphase or anaphase stage.",yes.,"The cell at the center of the cluster exhibits a dark, condensed mass of chromatin characteristic of a mitotic figure, likely in the metaphase or anaphase stage."
raw,mitotic,ann_258.png,"Yes. The cell contains condensed, dark-staining chromatin arranged in an elongated, bar-like configuration, which is characteristic of a mitotic figure in late prophase or metaphase.",yes.,"The cell contains condensed, dark-staining chromatin arranged in an elongated, bar-like configuration, which is characteristic of a mitotic figure in late prophase or metaphase."
raw,mitotic,ann_259.png,"Yes. The cell at the center exhibits a dark, condensed, and disorganized chromatin structure characteristic of the mitotic phase in histological preparations.",yes.,"The cell at the center exhibits a dark, condensed, and disorganized chromatin structure characteristic of the mitotic phase in histological preparations."
raw,mitotic,ann_26.png,"Yes. The cell at the center exhibits a condensed, darkly basophilic, and elongated chromatin structure characteristic of a mitotic figure, specifically at the metaphase or anaphase stage.",yes.,"The cell at the center exhibits a condensed, darkly basophilic, and elongated chromatin structure characteristic of a mitotic figure, specifically at the metaphase or anaphase stage."
raw,mitotic,ann_260.png,"Yes. The cell at the center exhibits hyperchromatic, condensed chromatin arranged in a dense, dark structure consistent with the mitotic phase of the cell cycle.",yes.,"The cell at the center exhibits hyperchromatic, condensed chromatin arranged in a dense, dark structure consistent with the mitotic phase of the cell cycle."
raw,mitotic,ann_262.png,"Yes. The cell at the center displays a dense, intensely basophilic, and irregularly shaped chromatin structure typical of a mitotic figure, specifically appearing to be in anaphase or telophase.",yes.,"The cell at the center displays a dense, intensely basophilic, and irregularly shaped chromatin structure typical of a mitotic figure, specifically appearing to be in anaphase or telophase."
raw,mitotic,ann_263.png,"Yes. The cell at the center exhibits condensed, dark-staining chromatin characteristic of the chromosomal arrangement seen during mitosis.",yes.,"The cell at the center exhibits condensed, dark-staining chromatin characteristic of the chromosomal arrangement seen during mitosis."
raw,mitotic,ann_268.png,"Yes. The cell at the center exhibits hyperchromatic, clumped chromatin that is characteristic of the mitotic phase in a dividing cell.",yes.,"The cell at the center exhibits hyperchromatic, clumped chromatin that is characteristic of the mitotic phase in a dividing cell."
raw,mitotic,ann_276.png,"Yes. The cell at the center displays characteristic dense, basophilic chromatin condensation (chromosomal clumping) consistent with a mitotic figure, likely in the metaphase or anaphase stage.",yes.,"The cell at the center displays characteristic dense, basophilic chromatin condensation (chromosomal clumping) consistent with a mitotic figure, likely in the metaphase or anaphase stage."
raw,mitotic,ann_278.png,"Yes. The central cell displays dense, dark-staining chromatin organized into a distinct geometric structure characteristic of a mitotic figure, likely in anaphase or telophase.",yes.,"The central cell displays dense, dark-staining chromatin organized into a distinct geometric structure characteristic of a mitotic figure, likely in anaphase or telophase."
raw,mitotic,ann_279.png,"Yes. The cell at the center exhibits condensed, darkly stained chromatin arranged in a dense, irregular mass characteristic of a mitotic figure, likely in the prometaphase or metaphase stage.",yes.,"The cell at the center exhibits condensed, darkly stained chromatin arranged in a dense, irregular mass characteristic of a mitotic figure, likely in the prometaphase or metaphase stage."
raw,mitotic,ann_281.png,"Yes. The cell at the center displays characteristic dense, basophilic chromatin condensation into chromosomes, which is the hallmark of the mitotic phase of the cell cycle.",yes.,"The cell at the center displays characteristic dense, basophilic chromatin condensation into chromosomes, which is the hallmark of the mitotic phase of the cell cycle."
raw,mitotic,ann_282.png,"Yes. The cell at the center exhibits a dark, condensed, and disorganized chromatin structure characteristic of the mitotic figure stages, rather than a normal, distinct interphase nucleus.",yes.,"The cell at the center exhibits a dark, condensed, and disorganized chromatin structure characteristic of the mitotic figure stages, rather than a normal, distinct interphase nucleus."
raw,mitotic,ann_285.png,"Yes. The central cell displays dense, dark, basophilic chromatin typical of condensed chromosomes characteristic of the mitotic phase.",yes.,"The central cell displays dense, dark, basophilic chromatin typical of condensed chromosomes characteristic of the mitotic phase."
raw,mitotic,ann_288.png,"Yes. The cell at the center exhibits classic features of a mitotic figure, specifically anaphase or telophase, characterized by condensed, dark-staining chromatin and the loss of a distinct nuclear membrane.",yes.,"The cell at the center exhibits classic features of a mitotic figure, specifically anaphase or telophase, characterized by condensed, dark-staining chromatin and the loss of a distinct nuclear membrane."
raw,mitotic,ann_29.png,"Yes. The cell at the center exhibits condensed, deeply basophilic chromatin arranged in a dense, disorganized mass, characteristic of a mitotic figure rather than a typical interphase nucleus.",yes.,"The cell at the center exhibits condensed, deeply basophilic chromatin arranged in a dense, disorganized mass, characteristic of a mitotic figure rather than a typical interphase nucleus."
raw,mitotic,ann_294.png,"Yes. The cell at the center exhibits condensed chromatin organized into a distinct, dark, chromosome-like structure characteristic of a cell in the metaphase or anaphase stage of mitosis.",yes.,"The cell at the center exhibits condensed chromatin organized into a distinct, dark, chromosome-like structure characteristic of a cell in the metaphase or anaphase stage of mitosis."
raw,mitotic,ann_30.png,"Yes. The central cell exhibits condensed, dark-staining chromatin characteristic of chromosomes during the mitotic phase of the cell cycle.",yes.,"The central cell exhibits condensed, dark-staining chromatin characteristic of chromosomes during the mitotic phase of the cell cycle."
raw,mitotic,ann_301.png,"Yes, the cell at the center of the image is undergoing mitosis, as it exhibits the characteristic dark, condensed chromatin of a mitotic figure (specifically resembling a metaphase or anaphase plate) lacking a visible nuclear envelope.","yes,","the cell at the center of the image is undergoing mitosis, as it exhibits the characteristic dark, condensed chromatin of a mitotic figure (specifically resembling a metaphase or anaphase plate) lacking a visible nuclear envelope."
raw,mitotic,ann_303.png,"Yes. The cell in the center displays condensed, dark chromatin arranged in a dense, disorganized mass, which is characteristic of the mitotic phase of the cell cycle.",yes.,"The cell in the center displays condensed, dark chromatin arranged in a dense, disorganized mass, which is characteristic of the mitotic phase of the cell cycle."
raw,mitotic,ann_305.png,"Yes. The cell at the center displays characteristic dense, basophilic, cigar-shaped chromosomal material consistent with the metaphase stage of mitosis.",yes.,"The cell at the center displays characteristic dense, basophilic, cigar-shaped chromosomal material consistent with the metaphase stage of mitosis."
raw,mitotic,ann_31.png,"Yes. The cell at the center exhibits a condensed, dark-staining, spindle-shaped chromatin structure characteristic of a mitotic figure, specifically in the metaphase or anaphase stage.",yes.,"The cell at the center exhibits a condensed, dark-staining, spindle-shaped chromatin structure characteristic of a mitotic figure, specifically in the metaphase or anaphase stage."
raw,mitotic,ann_310.png,"Yes. The cell in the center exhibits condensed, dark-staining chromatin structures arranged in a configuration characteristic of the metaphase stage of mitosis.",yes.,"The cell in the center exhibits condensed, dark-staining chromatin structures arranged in a configuration characteristic of the metaphase stage of mitosis."
raw,mitotic,ann_316.png,"Yes. The cell at the center exhibits the characteristic condensed, darkly staining basophilic chromatin morphology consistent with the metaphase stage of mitosis.",yes.,"The cell at the center exhibits the characteristic condensed, darkly staining basophilic chromatin morphology consistent with the metaphase stage of mitosis."
raw,mitotic,ann_319.png,"Yes. The central cell displays a dark, condensed chromatin structure lacking a nuclear membrane, which is characteristic of the metaphase stage of mitosis.",yes.,"The central cell displays a dark, condensed chromatin structure lacking a nuclear membrane, which is characteristic of the metaphase stage of mitosis."
raw,mitotic,ann_32.png,"Yes. The central cell displays condensed, dark-staining chromosomes arranged in a plane, which is characteristic of the metaphase stage of mitosis.",yes.,"The central cell displays condensed, dark-staining chromosomes arranged in a plane, which is characteristic of the metaphase stage of mitosis."
raw,mitotic,ann_321.png,"Yes. The cell at the center exhibits condensed, dark-staining chromatin characteristic of a mitotic figure, specifically appearing to be in the metaphase or anaphase stage.",yes.,"The cell at the center exhibits condensed, dark-staining chromatin characteristic of a mitotic figure, specifically appearing to be in the metaphase or anaphase stage."
raw,mitotic,ann_327.png,"Yes. The cell at the center exhibits a condensed, dark-staining chromatin structure characteristic of the metaphase stage of mitosis.",yes.,"The cell at the center exhibits a condensed, dark-staining chromatin structure characteristic of the metaphase stage of mitosis."
raw,mitotic,ann_334.png,"Yes. The cell at the center exhibits condensed, dark, basophilic chromatin arranged in a rosette-like structure, which is characteristic of the chromosomal arrangement during the mitotic phase.",yes.,"The cell at the center exhibits condensed, dark, basophilic chromatin arranged in a rosette-like structure, which is characteristic of the chromosomal arrangement during the mitotic phase."
raw,mitotic,ann_34.png,"Yes. The central cell displays a darkened, condensed nucleus lacking a clearly defined nuclear membrane, which is characteristic of the chromatin condensation occurring during the early stages of mitosis.",yes.,"The central cell displays a darkened, condensed nucleus lacking a clearly defined nuclear membrane, which is characteristic of the chromatin condensation occurring during the early stages of mitosis."
raw,mitotic,ann_343.png,"Yes, the cell at the center is undergoing mitosis because it exhibits condensed, darkly stained chromatin characteristic of the mitotic figures seen in rapidly dividing cells.","yes,","the cell at the center is undergoing mitosis because it exhibits condensed, darkly stained chromatin characteristic of the mitotic figures seen in rapidly dividing cells."
raw,mitotic,ann_344.png,"Yes. The cell at the center shows a condensed, dark, plate-like configuration of chromatin characteristic of the metaphase stage of mitosis.",yes.,"The cell at the center shows a condensed, dark, plate-like configuration of chromatin characteristic of the metaphase stage of mitosis."
raw,mitotic,ann_345.png,"Yes. The cell exhibits a dark, irregularly shaped, dense chromatin structure characteristic of the metaphase stage of mitosis.",yes.,"The cell exhibits a dark, irregularly shaped, dense chromatin structure characteristic of the metaphase stage of mitosis."
raw,mitotic,ann_349.png,"No; the cell at the center shows a lobulated or notched nuclear appearance consistent with a hyperchromatic, atypical nucleus, rather than the characteristic condensed chromosomes and lack of a nuclear envelope seen in mitotic figures.",no;,"the cell at the center shows a lobulated or notched nuclear appearance consistent with a hyperchromatic, atypical nucleus, rather than the characteristic condensed chromosomes and lack of a nuclear envelope seen in mitotic figures."
raw,mitotic,ann_352.png,"Yes. The cell at the center of the image displays a condensed, dark, angular cluster of chromatin characteristic of a mitotic figure, likely in the prometaphase or metaphase stage.",yes.,"The cell at the center of the image displays a condensed, dark, angular cluster of chromatin characteristic of a mitotic figure, likely in the prometaphase or metaphase stage."
raw,mitotic,ann_353.png,"Yes. The cell at the center exhibits hyperchromatic, clumped chromatin and a lack of a clear nuclear envelope, which are characteristic features of a cell undergoing mitosis.",yes.,"The cell at the center exhibits hyperchromatic, clumped chromatin and a lack of a clear nuclear envelope, which are characteristic features of a cell undergoing mitosis."
raw,mitotic,ann_362.png,"Yes. The cell at the center displays the characteristic condensed, dark-staining, non-vesiculated chromatin morphology of a mitotic figure, specifically at the metaphase stage.",yes.,"The cell at the center displays the characteristic condensed, dark-staining, non-vesiculated chromatin morphology of a mitotic figure, specifically at the metaphase stage."
raw,mitotic,ann_363.png,"Yes, the cell at the center is undergoing mitosis, as it exhibits condensed chromatin and lacks a discernible nuclear membrane, which are characteristic features of a cell in the mitotic phase.","yes,","the cell at the center is undergoing mitosis, as it exhibits condensed chromatin and lacks a discernible nuclear membrane, which are characteristic features of a cell in the mitotic phase."
raw,mitotic,ann_365.png,"Yes. The cell in the center of the image shows condensed, dark-staining chromosomes arranged in a configuration characteristic of the mitotic phase.",yes.,"The cell in the center of the image shows condensed, dark-staining chromosomes arranged in a configuration characteristic of the mitotic phase."
raw,mitotic,ann_366.png,"Yes. The cell at the center exhibits condensed, dark-staining chromosomes aligned in the middle of the cell, which is characteristic of the metaphase stage of mitosis.",yes.,"The cell at the center exhibits condensed, dark-staining chromosomes aligned in the middle of the cell, which is characteristic of the metaphase stage of mitosis."
raw,mitotic,ann_368.png,"Yes. The cell contains a dense, dark, elongated basophilic structure consistent with condensed chromosomes aligned during the metaphase stage of mitosis.",yes.,"The cell contains a dense, dark, elongated basophilic structure consistent with condensed chromosomes aligned during the metaphase stage of mitosis."
raw,mitotic,ann_369.png,"Yes, the cell at the center is undergoing mitosis because it exhibits condensed, dark, basophilic chromatin typical of chromosomes arranged during the mitotic phase, without a clearly defined nuclear envelope.","yes,","the cell at the center is undergoing mitosis because it exhibits condensed, dark, basophilic chromatin typical of chromosomes arranged during the mitotic phase, without a clearly defined nuclear envelope."
raw,mitotic,ann_371.png,"Yes. The central cell contains condensed, dark-staining chromosomes aligned along the equatorial plane, which is characteristic of the metaphase stage of mitosis.",yes.,"The central cell contains condensed, dark-staining chromosomes aligned along the equatorial plane, which is characteristic of the metaphase stage of mitosis."
raw,mitotic,ann_373.png,"Yes. The cell at the center displays characteristic dense, basophilic, rod-like structures representing condensed chromosomes aligned during the metaphase stage of mitosis.",yes.,"The cell at the center displays characteristic dense, basophilic, rod-like structures representing condensed chromosomes aligned during the metaphase stage of mitosis."
raw,mitotic,ann_374.png,"Yes. The cell at the center exhibits condensed, darkly stained chromatin arranged in a dense, irregular mass characteristic of the chromosomal aggregation seen during mitotic division.",yes.,"The cell at the center exhibits condensed, darkly stained chromatin arranged in a dense, irregular mass characteristic of the chromosomal aggregation seen during mitotic division."
raw,mitotic,ann_375.png,"Yes. The central cell displays highly condensed, dark-staining chromatin arranged in a classic equatorial configuration characteristic of the metaphase stage of mitosis.",yes.,"The central cell displays highly condensed, dark-staining chromatin arranged in a classic equatorial configuration characteristic of the metaphase stage of mitosis."
raw,mitotic,ann_376.png,"Yes. The cell at the center exhibits a characteristic dark, condensed, and disorganized arrangement of chromosomes, which is the hallmark appearance of a cell in the mitotic phase, specifically metaphase, within an H&E stained tissue section.",yes.,"The cell at the center exhibits a characteristic dark, condensed, and disorganized arrangement of chromosomes, which is the hallmark appearance of a cell in the mitotic phase, specifically metaphase, within an H&E stained tissue section."
raw,mitotic,ann_381.png,"Yes. The central cell exhibits a dark, disorganized cluster of chromatin consistent with the condensed chromosomes seen during the metaphase stage of mitosis.",yes.,"The central cell exhibits a dark, disorganized cluster of chromatin consistent with the condensed chromosomes seen during the metaphase stage of mitosis."
raw,mitotic,ann_383.png,"Yes. The central cell displays condensed, dark-staining chromatin characteristic of a mitotic figure, specifically showing a central plate of chromosomes consistent with metaphase or early anaphase.",yes.,"The central cell displays condensed, dark-staining chromatin characteristic of a mitotic figure, specifically showing a central plate of chromosomes consistent with metaphase or early anaphase."
raw,mitotic,ann_384.png,"Yes. The cell at the center exhibits condensed, darkly stained chromatin arranged in a dense, irregular configuration, which is characteristic of the chromatin condensation seen during mitotic division.",yes.,"The cell at the center exhibits condensed, darkly stained chromatin arranged in a dense, irregular configuration, which is characteristic of the chromatin condensation seen during mitotic division."
raw,mitotic,ann_39.png,"Yes. The cell at the center shows condensed, dark-staining chromatin characteristic of a cell undergoing mitosis.",yes.,"The cell at the center shows condensed, dark-staining chromatin characteristic of a cell undergoing mitosis."
raw,mitotic,ann_40.png,"Yes. The cell in the center displays a dense, rod-shaped configuration of chromatin characteristic of a mitotic figure (specifically in the metaphase stage), which is distinct from the surrounding interphase nuclei.",yes.,"The cell in the center displays a dense, rod-shaped configuration of chromatin characteristic of a mitotic figure (specifically in the metaphase stage), which is distinct from the surrounding interphase nuclei."
raw,mitotic,ann_403.png,"Yes. The central cell displays dense, dark, basophilic chromatin arranged in a condensed, bar-like configuration characteristic of a mitotic figure.",yes.,"The central cell displays dense, dark, basophilic chromatin arranged in a condensed, bar-like configuration characteristic of a mitotic figure."
raw,mitotic,ann_404.png,"Yes. The cell at the center of the image displays a condensed, dark-staining, plaque-like chromatin structure characteristic of a mitotic figure rather than a typical interphase nucleus.",yes.,"The cell at the center of the image displays a condensed, dark-staining, plaque-like chromatin structure characteristic of a mitotic figure rather than a typical interphase nucleus."
raw,mitotic,ann_406.png,"Yes. The cell at the center exhibits a dark, condensed, and irregularly shaped mass of chromatin characteristic of a mitotic figure, likely in the metaphase stage, which is distinct from the surrounding interphase nuclei that possess clear nuclear membranes and discernible nucleoli.",yes.,"The cell at the center exhibits a dark, condensed, and irregularly shaped mass of chromatin characteristic of a mitotic figure, likely in the metaphase stage, which is distinct from the surrounding interphase nuclei that possess clear nuclear membranes and discernible nucleoli."
raw,mitotic,ann_41.png,"Yes. The cell at the center displays chromatin condensation into distinct, dark-staining structures characteristic of a mitotic figure rather than the typical diffuse, vesicular chromatin pattern of a resting nucleus.",yes.,"The cell at the center displays chromatin condensation into distinct, dark-staining structures characteristic of a mitotic figure rather than the typical diffuse, vesicular chromatin pattern of a resting nucleus."
raw,mitotic,ann_46.png,"Yes. The central cell displays a characteristic clump of condensed, dark-staining chromatin arranged in an equatorial plate, which is diagnostic of a mitotic figure.",yes.,"The central cell displays a characteristic clump of condensed, dark-staining chromatin arranged in an equatorial plate, which is diagnostic of a mitotic figure."
raw,mitotic,ann_48.png,"Yes, the cell at the center is undergoing mitosis, specifically displaying an abnormal or tripolar mitotic figure characterized by dense, condensed chromatin arranged in a multipolar configuration rather than a standard metaphase plate.","yes,","the cell at the center is undergoing mitosis, specifically displaying an abnormal or tripolar mitotic figure characterized by dense, condensed chromatin arranged in a multipolar configuration rather than a standard metaphase plate."
raw,mitotic,ann_6.png,"Yes. The cell at the center exhibits a dense, darkly basophilic, and irregular chromatin configuration characteristic of a mitotic figure, specifically at the metaphase or anaphase stage.",yes.,"The cell at the center exhibits a dense, darkly basophilic, and irregular chromatin configuration characteristic of a mitotic figure, specifically at the metaphase or anaphase stage."
raw,mitotic,ann_60.png,"Yes. The cell at the center displays characteristic dense, basophilic, rod-like structures representing condensed chromosomes aligned during the mitotic process.",yes.,"The cell at the center displays characteristic dense, basophilic, rod-like structures representing condensed chromosomes aligned during the mitotic process."
raw,mitotic,ann_65.png,"Yes. The cell at the center displays the characteristic dark, condensed, and irregularly shaped chromatin typical of a cell undergoing mitosis (specifically in the metaphase or anaphase stage) surrounded by the cytoplasm of a malignant cell.",yes.,"The cell at the center displays the characteristic dark, condensed, and irregularly shaped chromatin typical of a cell undergoing mitosis (specifically in the metaphase or anaphase stage) surrounded by the cytoplasm of a malignant cell."
raw,mitotic,ann_66.png,"Yes. The cell at the center shows a classic mitotic figure characterized by condensed, dark-staining chromatin arranged in a formation indicative of cell division, lacking a distinct nuclear membrane.",yes.,"The cell at the center shows a classic mitotic figure characterized by condensed, dark-staining chromatin arranged in a formation indicative of cell division, lacking a distinct nuclear membrane."
raw,mitotic,ann_68.png,"Yes. The cell at the center exhibits a dark, condensed, and irregularly shaped chromatin structure typical of a mitotic figure, likely in the metaphase or anaphase stage.",yes.,"The cell at the center exhibits a dark, condensed, and irregularly shaped chromatin structure typical of a mitotic figure, likely in the metaphase or anaphase stage."
raw,mitotic,ann_7.png,"Yes; the central cell displays condensed, dark-staining chromosomes arranged in a distinct pattern characteristic of the metaphase stage of mitosis.",yes;,"the central cell displays condensed, dark-staining chromosomes arranged in a distinct pattern characteristic of the metaphase stage of mitosis."
raw,mitotic,ann_80.png,"Yes. The cell at the center of the image displays condensed, dark-staining, plaque-like chromosomes arranged along a central metaphase plate, which is characteristic of a cell undergoing mitosis.",yes.,"The cell at the center of the image displays condensed, dark-staining, plaque-like chromosomes arranged along a central metaphase plate, which is characteristic of a cell undergoing mitosis."
raw,mitotic,ann_84.png,"Yes. The cell at the center exhibits a condensed, dark-staining, H-shaped chromosome configuration that is characteristic of a cell in the metaphase stage of mitosis.",yes.,"The cell at the center exhibits a condensed, dark-staining, H-shaped chromosome configuration that is characteristic of a cell in the metaphase stage of mitosis."
raw,mitotic,ann_9.png,"Yes. The cell at the center exhibits a condensed, darkly stained, and irregularly shaped mass of chromatin, which is characteristic of a mitotic figure (specifically in metaphase or anaphase) rather than an intact interphase nucleus.",yes.,"The cell at the center exhibits a condensed, darkly stained, and irregularly shaped mass of chromatin, which is characteristic of a mitotic figure (specifically in metaphase or anaphase) rather than an intact interphase nucleus."
raw,mitotic,ann_90.png,"Yes. The cell at the center exhibits condensed, dark-staining chromatin characteristic of mitotic figures, specifically appearing to be in the metaphase stage.",yes.,"The cell at the center exhibits condensed, dark-staining chromatin characteristic of mitotic figures, specifically appearing to be in the metaphase stage."
raw,mitotic,ann_91.png,"Yes. The central cell contains condensed, irregularly shaped basophilic material characteristic of chromosomal aggregation during the mitotic process, distinct from the typical reticular chromatin and visible nucleoli seen in the surrounding interphase nuclei.",yes.,"The central cell contains condensed, irregularly shaped basophilic material characteristic of chromosomal aggregation during the mitotic process, distinct from the typical reticular chromatin and visible nucleoli seen in the surrounding interphase nuclei."
raw,mitotic,ann_92.png,"Yes. The cell at the center displays characteristic chromosomal condensation into a dense, dark-staining structure typical of a mitotic figure, likely in the metaphase stage.",yes.,"The cell at the center displays characteristic chromosomal condensation into a dense, dark-staining structure typical of a mitotic figure, likely in the metaphase stage."
raw,mitotic,ann_94.png,"Yes. The cell at the center exhibits characteristic dark, condensed, and aligned chromatin consistent with a mitotic figure, likely in the metaphase or anaphase stage.",yes.,"The cell at the center exhibits characteristic dark, condensed, and aligned chromatin consistent with a mitotic figure, likely in the metaphase or anaphase stage."
bbox,hard_negative,ann_1.png,"Yes. The cell within the red bounding box exhibits a dense, basophilic, and irregularly shaped chromatin structure typical of the chromosome condensation seen in mitotic figures.",yes.,"The cell within the red bounding box exhibits a dense, basophilic, and irregularly shaped chromatin structure typical of the chromosome condensation seen in mitotic figures."
bbox,hard_negative,ann_100.png,"Yes. The cell within the bounding box exhibits a highly condensed, hyperchromatic, and spindle-shaped morphology characteristic of a mitotic figure (specifically in metaphase or anaphase) rather than an interphase nucleus.",yes.,"The cell within the bounding box exhibits a highly condensed, hyperchromatic, and spindle-shaped morphology characteristic of a mitotic figure (specifically in metaphase or anaphase) rather than an interphase nucleus."
bbox,hard_negative,ann_101.png,"Yes. The cell within the red box displays the characteristic condensed, dark-staining chromatin of a mitotic figure, appearing as a compact, irregular, and somewhat amorphous structure compared to the surrounding interphase nuclei.",yes.,"The cell within the red box displays the characteristic condensed, dark-staining chromatin of a mitotic figure, appearing as a compact, irregular, and somewhat amorphous structure compared to the surrounding interphase nuclei."
bbox,hard_negative,ann_102.png,"Yes. The cell within the red box displays the characteristic morphological features of a mitotic figure, specifically showing condensed, basophilic chromatin arranged in a manner consistent with an early mitotic phase (such as prophase or metaphase) rather than the typical interphase nucleus.",yes.,"The cell within the red box displays the characteristic morphological features of a mitotic figure, specifically showing condensed, basophilic chromatin arranged in a manner consistent with an early mitotic phase (such as prophase or metaphase) rather than the typical interphase nucleus."
bbox,hard_negative,ann_103.png,"Yes. The cell within the red box displays condensed, dark-staining chromatin (chromosomes) that are not organized into a typical interphase nucleus, characteristic of the mitotic phase.",yes.,"The cell within the red box displays condensed, dark-staining chromatin (chromosomes) that are not organized into a typical interphase nucleus, characteristic of the mitotic phase."
bbox,hard_negative,ann_104.png,"Yes. The cell within the red box displays condensed, dark-staining chromatin characteristic of chromosomes arranged during the metaphase stage of mitosis.",yes.,"The cell within the red box displays condensed, dark-staining chromatin characteristic of chromosomes arranged during the metaphase stage of mitosis."
bbox,hard_negative,ann_105.png,"Yes. The cell within the red box displays a dark, condensed, and homogeneous chromatin structure characteristic of a chromosome clump during the metaphase or anaphase stage of mitosis.",yes.,"The cell within the red box displays a dark, condensed, and homogeneous chromatin structure characteristic of a chromosome clump during the metaphase or anaphase stage of mitosis."
bbox,hard_negative,ann_109.png,"Yes. The cell within the red box displays a condensed, dark-staining, bar-shaped structure characteristic of a chromosome in the metaphase stage of mitosis.",yes.,"The cell within the red box displays a condensed, dark-staining, bar-shaped structure characteristic of a chromosome in the metaphase stage of mitosis."
bbox,hard_negative,ann_11.png,"Yes, this cell is undergoing mitosis, as it exhibits the characteristic condensed chromatin morphology of a mitotic figure, specifically appearing to be in the metaphase or anaphase stage.","yes,","this cell is undergoing mitosis, as it exhibits the characteristic condensed chromatin morphology of a mitotic figure, specifically appearing to be in the metaphase or anaphase stage."
bbox,hard_negative,ann_110.png,"Yes. The cell within the red box displays the characteristic condensed, dark-staining chromatin morphology of a mitotic figure, specifically appearing as an abnormal or lagging chromosome during cell division.",yes.,"The cell within the red box displays the characteristic condensed, dark-staining chromatin morphology of a mitotic figure, specifically appearing as an abnormal or lagging chromosome during cell division."
bbox,hard_negative,ann_115.png,"Yes. The cell within the red box displays the characteristic morphological features of a mitotic figure, specifically condensed, darkly staining chromatin arranged in a dense, irregular configuration typical of the metaphase or anaphase stage.",yes.,"The cell within the red box displays the characteristic morphological features of a mitotic figure, specifically condensed, darkly staining chromatin arranged in a dense, irregular configuration typical of the metaphase or anaphase stage."
bbox,hard_negative,ann_117.png,"Yes. The cell within the red box displays a condensed, dark-staining chromatin mass characteristic of the chromosomal arrangement seen during mitosis.",yes.,"The cell within the red box displays a condensed, dark-staining chromatin mass characteristic of the chromosomal arrangement seen during mitosis."
bbox,hard_negative,ann_119.png,"Yes. The cell within the red box displays a dark, condensed, and homogeneous chromatin structure characteristic of a mitotic figure, likely in the prophase or metaphase stage.",yes.,"The cell within the red box displays a dark, condensed, and homogeneous chromatin structure characteristic of a mitotic figure, likely in the prophase or metaphase stage."
bbox,hard_negative,ann_12.png,"No. The cell within the red box displays a pyknotic, hyperchromatic nucleus consistent with a lymphocyte or degenerative change rather than the defined chromatin condensation and reorganization characteristic of a mitotic figure.",no.,"The cell within the red box displays a pyknotic, hyperchromatic nucleus consistent with a lymphocyte or degenerative change rather than the defined chromatin condensation and reorganization characteristic of a mitotic figure."
bbox,hard_negative,ann_121.png,"Yes. The cell within the red box displays the condensed, plate-like configuration of chromatin characteristic of the metaphase stage of mitosis.",yes.,"The cell within the red box displays the condensed, plate-like configuration of chromatin characteristic of the metaphase stage of mitosis."
bbox,hard_negative,ann_122.png,"No. The cell within the red box displays a typical interphase nucleus with a distinct nuclear membrane and visible chromatin, rather than the condensed, irregular, or organized chromosomal structures characteristic of mitotic figures.",no.,"The cell within the red box displays a typical interphase nucleus with a distinct nuclear membrane and visible chromatin, rather than the condensed, irregular, or organized chromosomal structures characteristic of mitotic figures."
bbox,hard_negative,ann_123.png,"Yes. The cell within the red box displays condensed, dark-staining chromatin characteristic of the mitotic phase, showing the typical morphology of chromosomes during division.",yes.,"The cell within the red box displays condensed, dark-staining chromatin characteristic of the mitotic phase, showing the typical morphology of chromosomes during division."
bbox,hard_negative,ann_126.png,"Yes. The highlighted cell exhibits condensed, dark-staining chromatin characteristic of a mitotic figure, likely in a phase such as prophase or metaphase.",yes.,"The highlighted cell exhibits condensed, dark-staining chromatin characteristic of a mitotic figure, likely in a phase such as prophase or metaphase."
bbox,hard_negative,ann_128.png,"Yes. The cell within the red box displays a condensed, dark-staining chromatin structure that is characteristic of a mitotic figure, likely in the metaphase or anaphase stage.",yes.,"The cell within the red box displays a condensed, dark-staining chromatin structure that is characteristic of a mitotic figure, likely in the metaphase or anaphase stage."
bbox,hard_negative,ann_129.png,"Yes. The cell within the red box displays condensed, dark-staining chromatin characteristic of the metaphase stage of mitosis.",yes.,"The cell within the red box displays condensed, dark-staining chromatin characteristic of the metaphase stage of mitosis."
bbox,hard_negative,ann_132.png,"Yes. The cell within the red box displays a condensed, crescent-shaped, hyperchromatic mass characteristic of a mitotic figure, specifically at the stage of metaphase or anaphase.",yes.,"The cell within the red box displays a condensed, crescent-shaped, hyperchromatic mass characteristic of a mitotic figure, specifically at the stage of metaphase or anaphase."
bbox,hard_negative,ann_136.png,"Yes. The cell within the bounding box shows condensed, linear chromatin organized in a manner characteristic of the metaphase or early anaphase stage of mitosis.",yes.,"The cell within the bounding box shows condensed, linear chromatin organized in a manner characteristic of the metaphase or early anaphase stage of mitosis."
