ann_id,image_id,filename,label,category_id,crop_position,cell_x_in_crop,cell_y_in_crop,condition,ground_truth,prediction,confidence,response,explanation
64,4,004.tiff,hard_negative,2,3,192,192,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits clear condensation of chromosomes into a dark, irregular, and distinct structure lacking a defined nuclear membrane, which is characteristic of a mitotic figure.","The cell exhibits clear condensation of chromosomes into a dark, irregular, and distinct structure lacking a defined nuclear membrane, which is characteristic of a mitotic figure."
64,4,004.tiff,hard_negative,2,3,192,192,mask,0,0,95,"No, 95% confidence. The cell in the highlighted region exhibits a dense, hyperchromatic, and relatively smooth nuclear appearance consistent with pyknosis or a degenerating nucleus, lacking the distinct chromosomal architecture or condensation patterns characteristic of mitosis.","The cell in the highlighted region exhibits a dense, hyperchromatic, and relatively smooth nuclear appearance consistent with pyknosis or a degenerating nucleus, lacking the distinct chromosomal architecture or condensation patterns characteristic of mitosis."
65,5,005.tiff,mitotic,1,3,192,192,raw,1,0,95,"No, 95% confidence. The cell in the lower-right area possesses a distinct, intact nuclear membrane and a round, smooth, hyperchromatic appearance characteristic of a pyknotic or hyperchromatic nucleus rather than the fragmented, disorganized chromosomal arrangement required for a mitotic figure.","The cell in the lower-right area possesses a distinct, intact nuclear membrane and a round, smooth, hyperchromatic appearance characteristic of a pyknotic or hyperchromatic nucleus rather than the fragmented, disorganized chromosomal arrangement required for a mitotic figure."
65,5,005.tiff,mitotic,1,3,192,192,bbox,1,1,95,"Yes, 95% confidence. The cell exhibits clear chromosomal condensation with a characteristic, irregular structure indicating the breakdown of the nuclear membrane during active mitosis.","The cell exhibits clear chromosomal condensation with a characteristic, irregular structure indicating the breakdown of the nuclear membrane during active mitosis."
65,5,005.tiff,mitotic,1,3,192,192,mask,1,0,95,"No, 95% confidence. The cell in the highlighted region has a smooth, intact nuclear membrane and a round, dense, hyperchromatic appearance characteristic of a pyknotic or apoptotic cell rather than the defined chromosome arms of a mitotic figure.","The cell in the highlighted region has a smooth, intact nuclear membrane and a round, dense, hyperchromatic appearance characteristic of a pyknotic or apoptotic cell rather than the defined chromosome arms of a mitotic figure."
66,5,005.tiff,mitotic,1,2,64,192,raw,1,0,95,"No, 95% confidence. The cell in the lower-left corner displays a pyknotic, hyperchromatic appearance with a shrunken, uniform, and rounded nucleus, which is characteristic of an apoptotic cell rather than the defined, structured chromosome configuration required for a mitotic figure.","The cell in the lower-left corner displays a pyknotic, hyperchromatic appearance with a shrunken, uniform, and rounded nucleus, which is characteristic of an apoptotic cell rather than the defined, structured chromosome configuration required for a mitotic figure."
66,5,005.tiff,mitotic,1,2,64,192,bbox,1,1,95,"Yes, 95% confidence. The cell exhibits clearly condensed, irregular chromosomal material with a fragmented appearance and no visible nuclear membrane, which are hallmark features of a cell in mitosis.","The cell exhibits clearly condensed, irregular chromosomal material with a fragmented appearance and no visible nuclear membrane, which are hallmark features of a cell in mitosis."
66,5,005.tiff,mitotic,1,2,64,192,mask,1,1,95,"Yes, 95% confidence. The cell exhibits clear, dense, and irregular chromatin configurations indicative of chromosome condensation characteristic of an active mitotic figure.","The cell exhibits clear, dense, and irregular chromatin configurations indicative of chromosome condensation characteristic of an active mitotic figure."
67,5,005.tiff,hard_negative,2,1,192,64,raw,0,1,90,"Yes, 90% confidence. The cell in the upper-right quadrant clearly exhibits condensed, V-shaped chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure in late prophase or prometaphase.","The cell in the upper-right quadrant clearly exhibits condensed, V-shaped chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure in late prophase or prometaphase."
67,5,005.tiff,hard_negative,2,1,192,64,bbox,0,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, V-shaped chromosomal material with a lack of a defined nuclear membrane, which is characteristic of a mitotic figure (likely in anaphase).","The cell clearly exhibits condensed, V-shaped chromosomal material with a lack of a defined nuclear membrane, which is characteristic of a mitotic figure (likely in anaphase)."
67,5,005.tiff,hard_negative,2,1,192,64,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as a pyknotic or apoptotic cell characterized by a shrunken, darkly stained, and relatively smooth nuclear outline, lacking the defined chromosomal configurations required for a mitotic figure.","The highlighted nucleus appears as a pyknotic or apoptotic cell characterized by a shrunken, darkly stained, and relatively smooth nuclear outline, lacking the defined chromosomal configurations required for a mitotic figure."
68,5,005.tiff,mitotic,1,2,64,192,raw,1,1,95,"Yes, 95% confidence. The cell in the lower-left region clearly displays condensed, dark chromosomal material with a distinct, irregular morphology lacking an intact nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage.","The cell in the lower-left region clearly displays condensed, dark chromosomal material with a distinct, irregular morphology lacking an intact nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage."
68,5,005.tiff,mitotic,1,2,64,192,bbox,1,1,95,"Yes, 95% confidence. The cell shows dense, irregularly clumped, and condensed chromosomal material typical of a mitotic figure, with no visible intact nuclear membrane.","The cell shows dense, irregularly clumped, and condensed chromosomal material typical of a mitotic figure, with no visible intact nuclear membrane."
68,5,005.tiff,mitotic,1,2,64,192,mask,1,0,95,"No, 95% confidence. The nucleus in the highlighted region appears as a hyperchromatic, round-to-oval structure with an intact nuclear membrane, which is characteristic of a non-mitotic, dense nucleus rather than the disordered chromosomal patterns of active mitosis.","The nucleus in the highlighted region appears as a hyperchromatic, round-to-oval structure with an intact nuclear membrane, which is characteristic of a non-mitotic, dense nucleus rather than the disordered chromosomal patterns of active mitosis."
69,5,005.tiff,hard_negative,2,0,64,64,raw,0,1,95,"Yes, 95% confidence. The cell exhibits clearly condensed, dark, V-shaped chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure.","The cell exhibits clearly condensed, dark, V-shaped chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure."
69,5,005.tiff,hard_negative,2,0,64,64,bbox,0,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, V-shaped chromosomal structures with no visible nuclear membrane, which are hallmark features of a cell in an active state of mitosis.","The cell clearly exhibits condensed, V-shaped chromosomal structures with no visible nuclear membrane, which are hallmark features of a cell in an active state of mitosis."
69,5,005.tiff,hard_negative,2,0,64,64,mask,0,0,95,"No, 95% confidence. The cell in the highlighted region appears to be an apoptotic cell, characterized by a rounded, hyperchromatic, and shrunken appearance without clear evidence of condensed chromosome arms or a mitotic configuration.","The cell in the highlighted region appears to be an apoptotic cell, characterized by a rounded, hyperchromatic, and shrunken appearance without clear evidence of condensed chromosome arms or a mitotic configuration."
70,6,006.tiff,hard_negative,2,1,192,64,raw,0,1,90,"Yes, 90% confidence. The cell exhibits clear, dense, and angular chromosomal condensation characteristic of a mitotic figure, with no visible nuclear membrane, distinguishing it from an apoptotic cell.","The cell exhibits clear, dense, and angular chromosomal condensation characteristic of a mitotic figure, with no visible nuclear membrane, distinguishing it from an apoptotic cell."
70,6,006.tiff,hard_negative,2,1,192,64,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, shrunken, and featureless appearance typical of a pyknotic or apoptotic cell, lacking the distinct chromosomal configuration characteristic of a mitotic figure.","The cell exhibits a dark, shrunken, and featureless appearance typical of a pyknotic or apoptotic cell, lacking the distinct chromosomal configuration characteristic of a mitotic figure."
70,6,006.tiff,hard_negative,2,1,192,64,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as a pyknotic or apoptotic cell, showing a dark, smooth, and shrunken appearance without the distinct chromosome arms or complex geometric patterns required to classify it as a mitotic figure.","The highlighted nucleus appears as a pyknotic or apoptotic cell, showing a dark, smooth, and shrunken appearance without the distinct chromosome arms or complex geometric patterns required to classify it as a mitotic figure."
71,6,006.tiff,hard_negative,2,0,64,64,raw,0,1,95,"Yes, 95% confidence. The cell in the upper-left quadrant exhibits clearly condensed, irregular chromosomal material and the absence of a distinct nuclear membrane, which are hallmark features of a mitotic figure.","The cell in the upper-left quadrant exhibits clearly condensed, irregular chromosomal material and the absence of a distinct nuclear membrane, which are hallmark features of a mitotic figure."
71,6,006.tiff,hard_negative,2,0,64,64,bbox,0,1,90,"Yes, 90% confidence. The cell within the red box displays the characteristic condensed, irregular chromosomal morphology of an active mitotic figure, with no visible nuclear membrane.","The cell within the red box displays the characteristic condensed, irregular chromosomal morphology of an active mitotic figure, with no visible nuclear membrane."
71,6,006.tiff,hard_negative,2,0,64,64,mask,0,0,95,"No, 95% confidence. The highlighted region shows a cell nucleus that lacks the distinct condensed chromosome arms and structural reorganization characteristic of mitosis, and it appears to be a hyperchromatic or pyknotic nucleus with an intact boundary.","The highlighted region shows a cell nucleus that lacks the distinct condensed chromosome arms and structural reorganization characteristic of mitosis, and it appears to be a hyperchromatic or pyknotic nucleus with an intact boundary."
72,6,006.tiff,hard_negative,2,2,64,192,raw,0,0,95,"No, 95% confidence. The cell in the lower-left area shows a dark, pyknotic-like nucleus that appears somewhat rounded and lacks the distinct, organized chromosome condensation patterns characteristic of active mitosis.","The cell in the lower-left area shows a dark, pyknotic-like nucleus that appears somewhat rounded and lacks the distinct, organized chromosome condensation patterns characteristic of active mitosis."
72,6,006.tiff,hard_negative,2,2,64,192,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic cell rather than the distinct chromosomal arrangement required for mitosis.","The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic cell rather than the distinct chromosomal arrangement required for mitosis."
72,6,006.tiff,hard_negative,2,2,64,192,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, rounded, and pyknotic appearance characteristic of an apoptotic body rather than the defined, organized chromosomal structures indicative of active mitosis.","The cell exhibits a dark, rounded, and pyknotic appearance characteristic of an apoptotic body rather than the defined, organized chromosomal structures indicative of active mitosis."
73,6,006.tiff,hard_negative,2,3,192,192,raw,0,1,95,"Yes, 95% confidence. The cell in the lower-right area displays distinct condensed chromosome arms and a complete absence of a defined nuclear membrane, which are hallmark features of a cell in mitosis.","The cell in the lower-right area displays distinct condensed chromosome arms and a complete absence of a defined nuclear membrane, which are hallmark features of a cell in mitosis."
73,6,006.tiff,hard_negative,2,3,192,192,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits clear condensation of chromosomal material into a distinct, irregular shape with the loss of a defined nuclear membrane, consistent with the metaphase or anaphase stage of mitosis.","The cell exhibits clear condensation of chromosomal material into a distinct, irregular shape with the loss of a defined nuclear membrane, consistent with the metaphase or anaphase stage of mitosis."
73,6,006.tiff,hard_negative,2,3,192,192,mask,0,0,95,"No, 95% confidence. The highlighted region displays an apoptotic cell characterized by a shrunken, pyknotic, and hyperchromatic nucleus with a smooth border, lacking the distinct chromosomal architecture required for a mitotic figure.","The highlighted region displays an apoptotic cell characterized by a shrunken, pyknotic, and hyperchromatic nucleus with a smooth border, lacking the distinct chromosomal architecture required for a mitotic figure."
74,6,006.tiff,hard_negative,2,2,64,192,raw,0,1,95,"Yes, 95% confidence. The cell in the lower-left displays intensely basophilic, condensed chromatin arranged in a chaotic, irregular pattern that lacks a nuclear envelope, which is characteristic of the late prophase or prometaphase stage of mitosis.","The cell in the lower-left displays intensely basophilic, condensed chromatin arranged in a chaotic, irregular pattern that lacks a nuclear envelope, which is characteristic of the late prophase or prometaphase stage of mitosis."
74,6,006.tiff,hard_negative,2,2,64,192,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clearly condensed, irregular chromosomal material characteristic of the metaphase or anaphase stage of mitosis, with no visible nuclear membrane.","The cell exhibits clearly condensed, irregular chromosomal material characteristic of the metaphase or anaphase stage of mitosis, with no visible nuclear membrane."
74,6,006.tiff,hard_negative,2,2,64,192,mask,0,0,95,"No, 95% confidence. The highlighted structure displays a shrunken, darkly stained, and rounded appearance consistent with an apoptotic cell rather than the distinct, elongated chromosomal structures characteristic of a mitotic figure.","The highlighted structure displays a shrunken, darkly stained, and rounded appearance consistent with an apoptotic cell rather than the distinct, elongated chromosomal structures characteristic of a mitotic figure."
75,6,006.tiff,hard_negative,2,0,35,64,raw,0,1,90,"Yes, 90% confidence. The cell in the upper-left quadrant exhibits a disorganized, dark, and irregular mass of chromatin lacking a defined nuclear membrane, which is characteristic of a mitotic figure in the process of chromosome condensation.","The cell in the upper-left quadrant exhibits a disorganized, dark, and irregular mass of chromatin lacking a defined nuclear membrane, which is characteristic of a mitotic figure in the process of chromosome condensation."
75,6,006.tiff,hard_negative,2,0,35,64,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clear, dense, and irregular chromatin configuration characteristic of the metaphase stage of mitosis, with no visible nuclear membrane.","The cell exhibits clear, dense, and irregular chromatin configuration characteristic of the metaphase stage of mitosis, with no visible nuclear membrane."
75,6,006.tiff,hard_negative,2,0,35,64,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic appearance characteristic of an apoptotic cell with a relatively smooth, rounded contour rather than the distinct, organized chromosome arms indicative of active mitosis.","The cell exhibits a dark, pyknotic appearance characteristic of an apoptotic cell with a relatively smooth, rounded contour rather than the distinct, organized chromosome arms indicative of active mitosis."
76,6,006.tiff,hard_negative,2,1,55,64,raw,0,0,95,"No, 95% confidence. The cell in the upper-right corner exhibits a dark, hyperchromatic, and rounded appearance with an intact nuclear membrane, which is characteristic of a hyperchromatic nucleus rather than a cell in mitosis.","The cell in the upper-right corner exhibits a dark, hyperchromatic, and rounded appearance with an intact nuclear membrane, which is characteristic of a hyperchromatic nucleus rather than a cell in mitosis."
76,6,006.tiff,hard_negative,2,1,55,64,bbox,0,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, irregular chromosomal material arranged in a pattern consistent with an active mitotic figure, with no visible nuclear membrane.","The cell clearly exhibits condensed, irregular chromosomal material arranged in a pattern consistent with an active mitotic figure, with no visible nuclear membrane."
76,6,006.tiff,hard_negative,2,1,55,64,mask,0,0,95,"No, 95% confidence. The nucleus in the highlighted region appears to be a hyperchromatic or pyknotic nucleus with an intact nuclear membrane, lacking the characteristic distinct chromosomal arms or chaotic condensation patterns required to identify it as a mitotic figure.","The nucleus in the highlighted region appears to be a hyperchromatic or pyknotic nucleus with an intact nuclear membrane, lacking the characteristic distinct chromosomal arms or chaotic condensation patterns required to identify it as a mitotic figure."
77,6,006.tiff,hard_negative,2,2,64,160,raw,0,1,95,"Yes, 95% confidence. The cell exhibits highly condensed, dark, and irregularly shaped chromosomal material consistent with the late prophase or metaphase stage of mitosis, lacking a clear nuclear membrane.","The cell exhibits highly condensed, dark, and irregularly shaped chromosomal material consistent with the late prophase or metaphase stage of mitosis, lacking a clear nuclear membrane."
77,6,006.tiff,hard_negative,2,2,64,160,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits condensed, irregular chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage.","The cell exhibits condensed, irregular chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage."
77,6,006.tiff,hard_negative,2,2,64,160,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic cell rather than the distinct chromosomal arrangement required for a mitotic figure.","The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic cell rather than the distinct chromosomal arrangement required for a mitotic figure."
78,6,006.tiff,hard_negative,2,1,192,64,raw,0,1,90,"Yes, 90% confidence. The cell in the upper-right area clearly shows condensed, irregular chromosomal material with no intact nuclear membrane, consistent with a mitotic figure in the late prophase or prometaphase stage.","The cell in the upper-right area clearly shows condensed, irregular chromosomal material with no intact nuclear membrane, consistent with a mitotic figure in the late prophase or prometaphase stage."
78,6,006.tiff,hard_negative,2,1,192,64,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits condensed, irregular chromosomal material with a lack of a clear nuclear membrane, characteristic of a mitotic figure in metaphase or anaphase.","The cell exhibits condensed, irregular chromosomal material with a lack of a clear nuclear membrane, characteristic of a mitotic figure in metaphase or anaphase."
78,6,006.tiff,hard_negative,2,1,192,64,mask,0,0,95,"No, 95% confidence. The nucleus in the highlighted region appears as a uniformly dense, round, and intact hyperchromatic body without the distinct, organized chromosomal structures characteristic of a mitotic figure.","The nucleus in the highlighted region appears as a uniformly dense, round, and intact hyperchromatic body without the distinct, organized chromosomal structures characteristic of a mitotic figure."
79,6,006.tiff,hard_negative,2,3,137,192,raw,0,1,95,"Yes, 95% confidence. The cell exhibits condensed, irregular chromosomal material with distinct arms and no visible nuclear membrane, which are hallmark features of a cell undergoing mitosis.","The cell exhibits condensed, irregular chromosomal material with distinct arms and no visible nuclear membrane, which are hallmark features of a cell undergoing mitosis."
79,6,006.tiff,hard_negative,2,3,137,192,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clear, dense, and angular chromosomal condensation consistent with a mitotic figure, lacking a visible nuclear membrane.","The cell exhibits clear, dense, and angular chromosomal condensation consistent with a mitotic figure, lacking a visible nuclear membrane."
79,6,006.tiff,hard_negative,2,3,137,192,mask,0,0,95,"No, 95% confidence. The highlighted structure represents an apoptotic cell or nuclear debris characterized by a condensed, smooth, and shrunken appearance, lacking the distinct chromosomal arms and organized patterns typical of active mitosis.","The highlighted structure represents an apoptotic cell or nuclear debris characterized by a condensed, smooth, and shrunken appearance, lacking the distinct chromosomal arms and organized patterns typical of active mitosis."
80,6,006.tiff,mitotic,1,3,192,192,raw,1,0,95,"No, 95% confidence. The cell in the lower-right corner is a hyperchromatic, round nucleus with an intact nuclear membrane, lacking the distinct condensed chromosomal patterns required to be classified as a mitotic figure.","The cell in the lower-right corner is a hyperchromatic, round nucleus with an intact nuclear membrane, lacking the distinct condensed chromosomal patterns required to be classified as a mitotic figure."
80,6,006.tiff,mitotic,1,3,192,192,bbox,1,1,90,"Yes, 90% confidence. The cell within the red box displays condensed, disorganized chromosomal material that lacks an intact nuclear membrane, which is characteristic of the mitotic process.","The cell within the red box displays condensed, disorganized chromosomal material that lacks an intact nuclear membrane, which is characteristic of the mitotic process."
80,6,006.tiff,mitotic,1,3,192,192,mask,1,0,95,"No, 95% confidence. The highlighted nucleus appears as a hyperchromatic, dense, and relatively round/oval structure with a clearly defined nuclear membrane, lacking the distinct chromosomal architecture required for a mitotic figure.","The highlighted nucleus appears as a hyperchromatic, dense, and relatively round/oval structure with a clearly defined nuclear membrane, lacking the distinct chromosomal architecture required for a mitotic figure."
81,6,006.tiff,hard_negative,2,3,192,192,raw,0,0,95,"No, 95% confidence. The cell in the lower-right area is a hyperchromatic, shrunken cell with an intact nuclear membrane, which is characteristic of an apoptotic body rather than a mitotic figure.","The cell in the lower-right area is a hyperchromatic, shrunken cell with an intact nuclear membrane, which is characteristic of an apoptotic body rather than a mitotic figure."
81,6,006.tiff,hard_negative,2,3,192,192,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits condensed, irregular chromosomal material with no visible nuclear membrane, which is characteristic of the mitotic process.","The cell exhibits condensed, irregular chromosomal material with no visible nuclear membrane, which is characteristic of the mitotic process."
81,6,006.tiff,hard_negative,2,3,192,192,mask,0,0,90,"No, 90% confidence. The highlighted nucleus appears as a hyperchromatic, shrunken, and rounded structure with an intact boundary, characteristic of an apoptotic or pyknotic cell rather than a cell in active mitosis with organized chromosomal figures.","The highlighted nucleus appears as a hyperchromatic, shrunken, and rounded structure with an intact boundary, characteristic of an apoptotic or pyknotic cell rather than a cell in active mitosis with organized chromosomal figures."
82,6,006.tiff,hard_negative,2,1,192,64,raw,0,1,95,"Yes, 95% confidence. The cell in the upper-right area exhibits clear chromosome condensation in a dense, irregular, and clustered pattern characteristic of the metaphase or anaphase stage of mitosis, with no visible nuclear membrane.","The cell in the upper-right area exhibits clear chromosome condensation in a dense, irregular, and clustered pattern characteristic of the metaphase or anaphase stage of mitosis, with no visible nuclear membrane."
82,6,006.tiff,hard_negative,2,1,192,64,bbox,0,1,95,"Yes, 95% confidence. The cell shows highly condensed, V-shaped chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage.","The cell shows highly condensed, V-shaped chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage."
82,6,006.tiff,hard_negative,2,1,192,64,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as a small, smooth, hyperchromatic, and rounded structure with a discernible nuclear membrane, which is characteristic of a resting or apoptotic cell rather than the distinct, disorganized chromosomal arrangement required for a mitotic figure.","The highlighted nucleus appears as a small, smooth, hyperchromatic, and rounded structure with a discernible nuclear membrane, which is characteristic of a resting or apoptotic cell rather than the distinct, disorganized chromosomal arrangement required for a mitotic figure."
83,6,006.tiff,hard_negative,2,2,64,192,raw,0,1,95,"Yes, 95% confidence. The cell exhibits clear chromatin condensation with distinct, irregular chromosome arms and the absence of a defined nuclear membrane, which are hallmark features of a mitotic figure in the late prophase or prometaphase stage.","The cell exhibits clear chromatin condensation with distinct, irregular chromosome arms and the absence of a defined nuclear membrane, which are hallmark features of a mitotic figure in the late prophase or prometaphase stage."
83,6,006.tiff,hard_negative,2,2,64,192,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, shrunken, and pyknotic nucleus with a smooth, intact nuclear membrane, which is characteristic of an apoptotic cell rather than a cell undergoing active mitosis.","The cell exhibits a dark, shrunken, and pyknotic nucleus with a smooth, intact nuclear membrane, which is characteristic of an apoptotic cell rather than a cell undergoing active mitosis."
83,6,006.tiff,hard_negative,2,2,64,192,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, shrunken, and condensed appearance characteristic of an apoptotic body, rather than the organized chromosomal structures associated with mitosis.","The cell exhibits a dark, shrunken, and condensed appearance characteristic of an apoptotic body, rather than the organized chromosomal structures associated with mitosis."
84,6,006.tiff,mitotic,1,1,192,64,raw,1,1,95,"Yes, 95% confidence. The cell clearly displays dark, irregular, and condensed chromatin characteristic of the metaphase stage of mitosis, with no visible nuclear membrane.","The cell clearly displays dark, irregular, and condensed chromatin characteristic of the metaphase stage of mitosis, with no visible nuclear membrane."
84,6,006.tiff,mitotic,1,1,192,64,bbox,1,1,95,"Yes, 95% confidence. The cell shows clear V-shaped condensation of chromosomes and the absence of a distinct nuclear membrane, which are classic features of a cell in the metaphase or anaphase stage of mitosis.","The cell shows clear V-shaped condensation of chromosomes and the absence of a distinct nuclear membrane, which are classic features of a cell in the metaphase or anaphase stage of mitosis."
84,6,006.tiff,mitotic,1,1,192,64,mask,1,1,95,"Yes, 95% confidence. The highlighted region displays the distinct, V-shaped condensed chromosomal morphology characteristic of a mitotic figure in metaphase.","The highlighted region displays the distinct, V-shaped condensed chromosomal morphology characteristic of a mitotic figure in metaphase."
85,6,006.tiff,hard_negative,2,1,192,64,raw,0,1,95,"Yes, 95% confidence. The cell clearly displays condensed, irregular, and dark chromosomal material characteristic of active mitosis, with the absence of a distinct nuclear membrane.","The cell clearly displays condensed, irregular, and dark chromosomal material characteristic of active mitosis, with the absence of a distinct nuclear membrane."
85,6,006.tiff,hard_negative,2,1,192,64,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clearly condensed, irregular chromosomal material characteristic of an active mitotic figure, with no visible nuclear membrane.","The cell exhibits clearly condensed, irregular chromosomal material characteristic of an active mitotic figure, with no visible nuclear membrane."
85,6,006.tiff,hard_negative,2,1,192,64,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as a small, circular, hyperchromatic cell with a distinct, intact nuclear membrane, which is characteristic of an apoptotic or pyknotic cell rather than a cell undergoing mitosis.","The highlighted nucleus appears as a small, circular, hyperchromatic cell with a distinct, intact nuclear membrane, which is characteristic of an apoptotic or pyknotic cell rather than a cell undergoing mitosis."
86,6,006.tiff,hard_negative,2,2,64,192,raw,0,0,95,"No, 95% confidence. The cell in the lower-left area shows a round, hyperchromatic nucleus with an intact nuclear membrane, which is consistent with a hyperchromatic nucleus rather than a cell undergoing mitosis.","The cell in the lower-left area shows a round, hyperchromatic nucleus with an intact nuclear membrane, which is consistent with a hyperchromatic nucleus rather than a cell undergoing mitosis."
86,6,006.tiff,hard_negative,2,2,64,192,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clear, dense, and irregularly arranged chromosomal material with no intact nuclear membrane, which is diagnostic of a mitotic figure in the metaphase or anaphase stage.","The cell exhibits clear, dense, and irregularly arranged chromosomal material with no intact nuclear membrane, which is diagnostic of a mitotic figure in the metaphase or anaphase stage."
86,6,006.tiff,hard_negative,2,2,64,192,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as a small, darkly stained, and rounded structure, consistent with a resting hyperchromatic nucleus or a fragment of a shrunken apoptotic cell, lacking the characteristic chromosomal arms and structured patterns required for a mitotic figure.","The highlighted nucleus appears as a small, darkly stained, and rounded structure, consistent with a resting hyperchromatic nucleus or a fragment of a shrunken apoptotic cell, lacking the characteristic chromosomal arms and structured patterns required for a mitotic figure."
87,6,006.tiff,hard_negative,2,3,192,192,raw,0,1,90,"Yes, 90% confidence. The cell in the lower-right quadrant exhibits condensed, distinct chromosomal material with a fragmented appearance and lack of a clear nuclear membrane, which is characteristic of a mitotic figure in the late prophase or prometaphase stage.","The cell in the lower-right quadrant exhibits condensed, distinct chromosomal material with a fragmented appearance and lack of a clear nuclear membrane, which is characteristic of a mitotic figure in the late prophase or prometaphase stage."
87,6,006.tiff,hard_negative,2,3,192,192,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, rounded, and dense appearance consistent with a hyperchromatic nucleus rather than the distinct, elongated, or disorganized chromosomal patterns characteristic of mitosis.","The cell exhibits a dark, rounded, and dense appearance consistent with a hyperchromatic nucleus rather than the distinct, elongated, or disorganized chromosomal patterns characteristic of mitosis."
87,6,006.tiff,hard_negative,2,3,192,192,mask,0,0,90,"No, 90% confidence. The nucleus in the highlighted region appears round and exhibits a prominent, centralized nucleolus with an intact nuclear membrane, which is characteristic of a typical resting interphase cell rather than the condensed, irregular chromosomal arrangements seen in mitosis.","The nucleus in the highlighted region appears round and exhibits a prominent, centralized nucleolus with an intact nuclear membrane, which is characteristic of a typical resting interphase cell rather than the condensed, irregular chromosomal arrangements seen in mitosis."
88,6,006.tiff,hard_negative,2,3,192,192,raw,0,0,95,"No, 95% confidence. The cell in the lower-right corner is a hyperchromatic, shrunken nucleus that lacks the distinct, organized chromosome condensation patterns characteristic of a mitotic figure, likely representing apoptosis or degenerative changes.","The cell in the lower-right corner is a hyperchromatic, shrunken nucleus that lacks the distinct, organized chromosome condensation patterns characteristic of a mitotic figure, likely representing apoptosis or degenerative changes."
88,6,006.tiff,hard_negative,2,3,192,192,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clear condensation of chromosomes into a distinct, irregular, star-like morphology indicative of an active mitotic figure, with no visible nuclear membrane.","The cell exhibits clear condensation of chromosomes into a distinct, irregular, star-like morphology indicative of an active mitotic figure, with no visible nuclear membrane."
88,6,006.tiff,hard_negative,2,3,192,192,mask,0,1,95,"Yes, 95% confidence. The highlighted region displays a clear, irregular star-shaped pattern of condensed chromatin characteristic of a mitotic figure in the metaphase or early anaphase stage, with no visible nuclear membrane.","The highlighted region displays a clear, irregular star-shaped pattern of condensed chromatin characteristic of a mitotic figure in the metaphase or early anaphase stage, with no visible nuclear membrane."
89,6,006.tiff,hard_negative,2,2,64,192,raw,0,1,95,"Yes, 95% confidence. The cell in the lower-left displays intensely basophilic, condensed chromosomal material without an intact nuclear membrane, characteristic of a mitotic figure in the process of division.","The cell in the lower-left displays intensely basophilic, condensed chromosomal material without an intact nuclear membrane, characteristic of a mitotic figure in the process of division."
89,6,006.tiff,hard_negative,2,2,64,192,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, rounded, and smooth appearance with a still-visible nuclear outline, which is characteristic of an apoptotic or pyknotic cell rather than a mitotic figure.","The cell exhibits a dark, rounded, and smooth appearance with a still-visible nuclear outline, which is characteristic of an apoptotic or pyknotic cell rather than a mitotic figure."
