ann_id,image_id,filename,label,category_id,sam_score,raw_path,bbox_path,mask_path
74,6,006.tiff,hard_negative,2,0.8105418682098389,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_74.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_74.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_74.png
75,6,006.tiff,hard_negative,2,0.6545451283454895,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_75.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_75.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_75.png
76,6,006.tiff,hard_negative,2,0.7260785698890686,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_76.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_76.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_76.png
77,6,006.tiff,hard_negative,2,0.6893657445907593,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_77.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_77.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_77.png
78,6,006.tiff,hard_negative,2,0.7182520627975464,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_78.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_78.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_78.png
79,6,006.tiff,hard_negative,2,0.7992202043533325,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_79.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_79.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_79.png
80,6,006.tiff,mitotic,1,0.6444388628005981,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_80.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_80.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_80.png
81,6,006.tiff,hard_negative,2,0.7060849070549011,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_81.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_81.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_81.png
82,6,006.tiff,hard_negative,2,0.6320545673370361,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_82.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_82.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_82.png
83,6,006.tiff,hard_negative,2,0.7959307432174683,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_83.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_83.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_83.png
84,6,006.tiff,mitotic,1,0.7960317134857178,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_84.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_84.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_84.png
85,6,006.tiff,hard_negative,2,0.8522720336914062,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_85.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_85.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_85.png
86,6,006.tiff,hard_negative,2,0.7273054122924805,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_86.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_86.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_86.png
87,6,006.tiff,hard_negative,2,0.6913037896156311,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_87.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_87.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_87.png
88,6,006.tiff,hard_negative,2,0.6846052408218384,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_88.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_88.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_88.png
89,6,006.tiff,hard_negative,2,0.685112476348877,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_89.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_89.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_89.png
90,6,006.tiff,mitotic,1,0.6901412010192871,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_90.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_90.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_90.png
91,6,006.tiff,mitotic,1,0.6923896670341492,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_91.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_91.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_91.png
92,6,006.tiff,mitotic,1,0.7927308082580566,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_92.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_92.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_92.png
93,6,006.tiff,hard_negative,2,0.8588665127754211,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_93.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_93.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_93.png
94,6,006.tiff,mitotic,1,0.7540419697761536,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_94.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_94.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_94.png
95,6,006.tiff,hard_negative,2,0.7120445370674133,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_95.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_95.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_95.png
96,6,006.tiff,hard_negative,2,0.6960284113883972,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_96.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_96.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_96.png
97,6,006.tiff,hard_negative,2,0.7502301335334778,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_97.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_97.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_97.png
98,6,006.tiff,hard_negative,2,0.8121346831321716,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_98.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_98.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_98.png
99,6,006.tiff,hard_negative,2,0.618180513381958,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_99.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_99.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_99.png
100,6,006.tiff,hard_negative,2,0.8113654851913452,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_100.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_100.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_100.png
101,6,006.tiff,hard_negative,2,0.7287331819534302,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_101.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_101.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_101.png
102,6,006.tiff,hard_negative,2,0.7615358829498291,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_102.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_102.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_102.png
103,6,006.tiff,hard_negative,2,0.7726783752441406,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_103.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_103.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_103.png
104,6,006.tiff,hard_negative,2,0.6500195264816284,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_104.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_104.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_104.png
105,6,006.tiff,hard_negative,2,0.7321707010269165,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_105.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_105.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_105.png
106,7,007.tiff,mitotic,1,0.7433181405067444,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_106.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_106.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_106.png
107,7,007.tiff,mitotic,1,0.7796508073806763,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_107.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_107.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_107.png
108,7,007.tiff,mitotic,1,0.7249641418457031,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_108.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_108.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_108.png
109,7,007.tiff,hard_negative,2,0.6936593055725098,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_109.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_109.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_109.png
110,7,007.tiff,hard_negative,2,0.6732174754142761,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_110.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_110.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_110.png
111,7,007.tiff,mitotic,1,0.7167240977287292,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_111.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_111.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_111.png
112,7,007.tiff,mitotic,1,0.771717369556427,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_112.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_112.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_112.png
113,7,007.tiff,mitotic,1,0.6915443539619446,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_113.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_113.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_113.png
114,7,007.tiff,mitotic,1,0.765343189239502,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_114.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_114.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_114.png
115,7,007.tiff,hard_negative,2,0.7039720416069031,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_115.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_115.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_115.png
116,7,007.tiff,mitotic,1,0.8125908374786377,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_116.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_116.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_116.png
117,7,007.tiff,hard_negative,2,0.7964717149734497,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_117.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_117.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_117.png
118,7,007.tiff,mitotic,1,0.7804559469223022,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_118.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_118.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_118.png
119,7,007.tiff,hard_negative,2,0.6759971976280212,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_119.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_119.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_119.png
120,7,007.tiff,mitotic,1,0.760246217250824,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_120.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_120.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_120.png
121,7,007.tiff,hard_negative,2,0.6915644407272339,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_121.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_121.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_121.png
122,7,007.tiff,hard_negative,2,0.7899182438850403,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_122.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_122.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_122.png
123,7,007.tiff,hard_negative,2,0.8411518931388855,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_123.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_123.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_123.png
124,7,007.tiff,mitotic,1,0.7844961881637573,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_124.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_124.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_124.png
125,7,007.tiff,mitotic,1,0.9065489768981934,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_125.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_125.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_125.png
126,7,007.tiff,hard_negative,2,0.7615845203399658,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_126.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_126.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_126.png
127,7,007.tiff,mitotic,1,0.8169203996658325,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_127.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_127.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_127.png
128,7,007.tiff,hard_negative,2,0.6988894939422607,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_128.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_128.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_128.png
129,7,007.tiff,hard_negative,2,0.7926959991455078,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_129.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_129.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_129.png
130,7,007.tiff,mitotic,1,0.7766718864440918,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_130.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_130.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_130.png
131,7,007.tiff,mitotic,1,0.6187304854393005,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_131.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_131.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_131.png
132,7,007.tiff,hard_negative,2,0.7953954935073853,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_132.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_132.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_132.png
133,7,007.tiff,mitotic,1,0.8534518480300903,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_133.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_133.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_133.png
134,7,007.tiff,mitotic,1,0.7133935689926147,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_134.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_134.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_134.png
135,7,007.tiff,mitotic,1,0.7849068641662598,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_135.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_135.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_135.png
136,7,007.tiff,hard_negative,2,0.884259045124054,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_136.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_136.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_136.png
137,7,007.tiff,hard_negative,2,0.8834232091903687,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_137.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_137.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_137.png
138,7,007.tiff,hard_negative,2,0.7714055180549622,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_138.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_138.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_138.png
139,7,007.tiff,mitotic,1,0.7232849597930908,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_139.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_139.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_139.png
140,7,007.tiff,mitotic,1,0.7608367800712585,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_140.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_140.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_140.png
141,7,007.tiff,mitotic,1,0.7382013201713562,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_141.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_141.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_141.png
142,7,007.tiff,hard_negative,2,0.7358806133270264,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_142.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_142.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_142.png
143,7,007.tiff,hard_negative,2,0.7769516706466675,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_143.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_143.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_143.png
144,7,007.tiff,mitotic,1,0.6815522909164429,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_144.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_144.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_144.png
145,7,007.tiff,hard_negative,2,0.7280307412147522,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_145.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_145.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_145.png
146,8,008.tiff,hard_negative,2,0.6711327433586121,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/hard_negative/ann_146.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/hard_negative/ann_146.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/hard_negative/ann_146.png
147,8,008.tiff,mitotic,1,0.7642234563827515,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/raw/mitotic/ann_147.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/bbox/mitotic/ann_147.png,C:/Users/Dell/Downloads/Independent-Study-Project---Mitotic-vqa/patches/mask/mitotic/ann_147.png
